"","past_pts","window","seasonality","age_int","pts_target","sex","reg_type","Variable","Estimate","Std_Error","z_stat","p_value","AME","MER"
"9.18","high","4 yr.","mnwk","no","4","Male","LPM","month07",6.22266965486247e-06,5.2700406885971e-07,11.8076311409257,3.5646507510064e-32,NA,NA
"9.19","high","4 yr.","mnwk","no","4","Male","LPM","month08",5.7632492338097e-06,5.21272990854918e-07,11.0561056009398,2.04798658329732e-28,NA,NA
"9.20","high","4 yr.","mnwk","no","4","Male","LPM","month09",4.96069854871096e-06,5.15514303439715e-07,9.62281456714434,6.4054167229408e-22,NA,NA
"9.21","high","4 yr.","mnwk","no","4","Male","LPM","month10",4.04750034578248e-06,4.97783554639807e-07,8.13104472427023,4.25606788799179e-16,NA,NA
"9.22","high","4 yr.","mnwk","no","4","Male","LPM","month11",2.5627451554129e-06,4.8287063659052e-07,5.30731206500372,1.1125364146973e-07,NA,NA
"9.23","high","4 yr.","mnwk","no","4","Male","LPM","month12",-4.36968498506184e-08,4.41612408763008e-07,-0.0989484194364391,0.921179224378172,NA,NA
"9.24","high","4 yr.","mnwk","no","4","Male","LPM","weekdayMonday",-2.53145017886953e-06,3.92170794828265e-07,-6.45496863165978,1.08241374145945e-10,NA,NA
"9.25","high","4 yr.","mnwk","no","4","Male","LPM","weekdayTuesday",-1.68664285038693e-06,3.99783741171738e-07,-4.21888805543592,2.45510148889283e-05,NA,NA
"9.26","high","4 yr.","mnwk","no","4","Male","LPM","weekdayWednesday",-1.23085222426597e-06,4.04094368102504e-07,-3.04595243444163,0.00231944531637092,NA,NA
"9.27","high","4 yr.","mnwk","no","4","Male","LPM","weekdayThursday",-4.99248171745713e-07,4.11878896359533e-07,-1.21212369985063,0.225465033173665,NA,NA
"9.28","high","4 yr.","mnwk","no","4","Male","LPM","weekdayFriday",1.70419890331492e-06,4.31710711483754e-07,3.94754834193881,7.89555845988066e-05,NA,NA
"9.29","high","4 yr.","mnwk","no","4","Male","LPM","weekdaySaturday",1.96455963558607e-06,4.3358099885411e-07,4.53100952481338,5.87024988759699e-06,NA,NA
"10","high","4 yr.","mnwk","with","4","Male","LPM","(Intercept)",0.000105344732112027,2.62032602628654e-05,4.02029102696503,5.81262950157559e-05,NA,NA
"10.1","high","4 yr.","mnwk","with","4","Male","LPM","policyTRUE",-0.000118345153572675,2.61983124208229e-05,-4.51728155889204,6.26385997330439e-06,NA,NA
"10.2","high","4 yr.","mnwk","with","4","Male","LPM","age_grp16-19",6.58868939981323e-05,2.65072270534505e-05,2.48562001092286,0.0129325975213865,NA,NA
"10.3","high","4 yr.","mnwk","with","4","Male","LPM","age_grp20-24",-7.50046433259474e-05,2.62160421742118e-05,-2.86102085232865,0.00422279286027916,NA,NA
"10.4","high","4 yr.","mnwk","with","4","Male","LPM","age_grp25-34",-9.86828173467271e-05,2.6205319244407e-05,-3.76575520513031,0.000166046429821395,NA,NA
"10.5","high","4 yr.","mnwk","with","4","Male","LPM","age_grp35-44",-0.000105026686822092,2.62041240062093e-05,-4.00802128692434,6.12296073445623e-05,NA,NA
