"","past_pts","window","seasonality","age_int","pts_target","sex","reg_type","Variable","Estimate","Std_Error","z_stat","p_value","AME","MER"
"8.25","all","Placebo","mnwk","with","all","Female","Logit","weekdayTuesday",0.750779633495133,0.00569670185921646,131.791982808522,0,NA,NA
"8.26","all","Placebo","mnwk","with","all","Female","Logit","weekdayWednesday",0.803243433081342,0.00564926188226004,142.185554471055,0,NA,NA
"8.27","all","Placebo","mnwk","with","all","Female","Logit","weekdayThursday",0.758139486281486,0.00568697988911182,133.311441408999,0,NA,NA
"8.28","all","Placebo","mnwk","with","all","Female","Logit","weekdayFriday",0.574996442864356,0.00586581696521119,98.0249547973502,0,NA,NA
"8.29","all","Placebo","mnwk","with","all","Female","Logit","weekdaySaturday",0.113467381534197,0.00644721766946109,17.5994339498826,2.48801256817554e-69,NA,NA
"8.30","all","Placebo","mnwk","with","all","Female","Logit","policyTRUE:age_grp16-19",-0.19397779096443,0.187792944900936,-1.03293438987688,0.301634603854066,-6.87885727593188,-26.4518648357675
"8.31","all","Placebo","mnwk","with","all","Female","Logit","policyTRUE:age_grp20-24",-0.168631444857622,0.187433341791347,-0.899687554231116,0.368286548594956,-6.42188676954983,-23.3416975753084
"8.32","all","Placebo","mnwk","with","all","Female","Logit","policyTRUE:age_grp25-34",-0.184831488584384,0.187343816678473,-0.986589746389114,0.323843799014262,-5.71205154027792,-22.0027402774093
"8.33","all","Placebo","mnwk","with","all","Female","Logit","policyTRUE:age_grp35-44",-0.197028732779832,0.187338356300241,-1.05172660138034,0.292925002767999,-5.49120073315546,-21.6223298715374
"8.34","all","Placebo","mnwk","with","all","Female","Logit","policyTRUE:age_grp45-54",-0.168071272433336,0.187354836271321,-0.897074640709788,0.369679089662782,-3.70626210799588,-15.74138142615
"8.35","all","Placebo","mnwk","with","all","Female","Logit","policyTRUE:age_grp55-64",-0.149553656314058,0.187443843088393,-0.797858461766245,0.424952630850152,-2.42436222348685,-11.005370119678
"8.36","all","Placebo","mnwk","with","all","Female","Logit","policyTRUE:age_grp65-199",-0.102791157567085,0.187692817157996,-0.547656320169979,0.5839279098523,-1.0624221873926,-5.18662366078632
