"","past_pts","window","seasonality","age_int","pts_target","sex","reg_type","Variable","Estimate","Std_Error","z_stat","p_value","AME","MER"
"5.8","high","4 yr.","mnwk","no","2","Male","LPM","age_grp65-199",0.0004069633533938,1.40135452774783e-05,29.0407134908143,2.01625801875423e-185,NA,NA
"5.9","high","4 yr.","mnwk","no","2","Male","LPM","curr_pts_grp1-3",0.000141872505438328,1.32483310694241e-06,107.087077379698,0,NA,NA
"5.10","high","4 yr.","mnwk","no","2","Male","LPM","curr_pts_grp4-6",0.00034516169707902,1.9241791038912e-06,179.381272970386,0,NA,NA
"5.11","high","4 yr.","mnwk","no","2","Male","LPM","curr_pts_grp7-9",0.000496914659831908,2.866027759693e-06,173.380965397605,0,NA,NA
"5.12","high","4 yr.","mnwk","no","2","Male","LPM","curr_pts_grp10-150",0.000689043780428857,3.7613749017549e-06,183.189338586637,0,NA,NA
"5.13","high","4 yr.","mnwk","no","2","Male","LPM","month02",6.94375162148397e-05,3.16214397521513e-06,21.958998944732,7.10514672593945e-107,NA,NA
"5.14","high","4 yr.","mnwk","no","2","Male","LPM","month03",7.82528312828369e-05,3.09576440799393e-06,25.2773857987292,5.66457769212528e-141,NA,NA
"5.15","high","4 yr.","mnwk","no","2","Male","LPM","month04",4.60792401580574e-05,3.07843921896112e-06,14.9683774408279,1.18170832829117e-50,NA,NA
"5.16","high","4 yr.","mnwk","no","2","Male","LPM","month05",5.77364824877739e-05,3.07492779895091e-06,18.7765327392312,1.17511329893991e-78,NA,NA
"5.17","high","4 yr.","mnwk","no","2","Male","LPM","month06",2.53767077622489e-05,3.02744381121101e-06,8.38222254308261,5.19375880424464e-17,NA,NA
"5.18","high","4 yr.","mnwk","no","2","Male","LPM","month07",7.3667716555422e-06,2.96283911776049e-06,2.48638935924084,0.0129046691532612,NA,NA
"5.19","high","4 yr.","mnwk","no","2","Male","LPM","month08",-2.39068084958466e-05,2.88850161148594e-06,-8.27654324331435,1.26802639773889e-16,NA,NA
"5.20","high","4 yr.","mnwk","no","2","Male","LPM","month09",8.57765553984601e-05,3.14823807270183e-06,27.2458922793111,1.8592261773239e-163,NA,NA
"5.21","high","4 yr.","mnwk","no","2","Male","LPM","month10",6.74131677437716e-05,3.08446874567995e-06,21.855681902496,6.86428170939073e-106,NA,NA
"5.22","high","4 yr.","mnwk","no","2","Male","LPM","month11",7.32131023657307e-05,3.11691413687609e-06,23.4889699076241,5.28823196970124e-122,NA,NA
"5.23","high","4 yr.","mnwk","no","2","Male","LPM","month12",-0.000153008333450482,2.58066306685112e-06,-59.2903178318355,0,NA,NA
"5.24","high","4 yr.","mnwk","no","2","Male","LPM","weekdayMonday",0.000158879189372157,2.1721677189657e-06,73.1431500362269,0,NA,NA
"5.25","high","4 yr.","mnwk","no","2","Male","LPM","weekdayTuesday",0.000199416300709702,2.24103818826702e-06,88.9838922664272,0,NA,NA
"5.26","high","4 yr.","mnwk","no","2","Male","LPM","weekdayWednesday",0.000215560074399749,2.26773772118402e-06,95.0551169943948,0,NA,NA
"5.27","high","4 yr.","mnwk","no","2","Male","LPM","weekdayThursday",0.000194882045761319,2.23798006810694e-06,87.0794376315272,0,NA,NA
"5.28","high","4 yr.","mnwk","no","2","Male","LPM","weekdayFriday",0.000151012484414858,2.16272631879237e-06,69.8250551180143,0,NA,NA
"5.29","high","4 yr.","mnwk","no","2","Male","LPM","weekdaySaturday",2.51745169537687e-05,1.92476543723465e-06,13.0792648635344,4.32607164516754e-39,NA,NA
"6","high","4 yr.","mnwk","with","2","Male","LPM","(Intercept)",-0.000422853841192256,1.72253007680668e-05,-24.5484155479111,4.49727679509815e-133,NA,NA
