"","past_pts","window","seasonality","age_int","pts_target","sex","reg_type","Variable","Estimate","Std_Error","z_stat","p_value"
"1","all","4 yr.","included","no","all","All","LPM","(Intercept)",5.06726238215352e-05,2.92263628897017e-06,17.3379848915071,2.43112237155206e-67
"1.1","all","4 yr.","included","no","all","All","LPM","policyTRUE",-3.81563341914528e-05,4.11448349563027e-07,-92.7366320267809,0
"1.2","all","4 yr.","included","no","all","All","LPM","age_grp16-19",0.000436322657919144,3.34924910649415e-06,130.274770268094,0
"1.3","all","4 yr.","included","no","all","All","LPM","age_grp20-24",0.000346196542617667,3.02154240496694e-06,114.576099295702,0
"1.4","all","4 yr.","included","no","all","All","LPM","age_grp25-34",0.000227824706429149,2.89910821610831e-06,78.5844092204931,0
"1.5","all","4 yr.","included","no","all","All","LPM","age_grp35-44",0.000185638424328943,2.88766615975967e-06,64.2866640596686,0
"1.6","all","4 yr.","included","no","all","All","LPM","age_grp45-54",0.000139812388704833,2.87824789634715e-06,48.5755201566453,0
"1.7","all","4 yr.","included","no","all","All","LPM","age_grp55-64",9.05310919523333e-05,2.88044184084343e-06,31.4295850965089,7.98073083259675e-217
"1.8","all","4 yr.","included","no","all","All","LPM","age_grp65-199",2.86112956610345e-05,2.87585328859136e-06,9.94880224750575,2.55236637621462e-23
"1.9","all","4 yr.","included","no","all","All","LPM","curr_pts_grp1-3",0.000567603359579167,8.44037155224461e-07,672.486224173651,0
"1.10","all","4 yr.","included","no","all","All","LPM","curr_pts_grp4-6",0.00115247966766502,2.01959652220983e-06,570.64847111342,0
"1.11","all","4 yr.","included","no","all","All","LPM","curr_pts_grp7-9",0.00163728445230299,3.92134857123052e-06,417.530964810205,0
"1.12","all","4 yr.","included","no","all","All","LPM","curr_pts_grp10-150",0.00227182806698862,5.59713393531592e-06,405.891317456993,0
"1.13","all","4 yr.","included","no","all","All","LPM","month02",7.57544059003666e-05,9.96043765173424e-07,76.0552985211216,0
"1.14","all","4 yr.","included","no","all","All","LPM","month03",9.11753781432404e-05,9.7971883629783e-07,93.0628000251324,0
"1.15","all","4 yr.","included","no","all","All","LPM","month04",8.43149276555106e-05,9.87818917724938e-07,85.354639542334,0
"1.16","all","4 yr.","included","no","all","All","LPM","month05",9.76270097558606e-05,9.86714898756072e-07,98.9414570297222,0
"1.17","all","4 yr.","included","no","all","All","LPM","month06",8.06907755456706e-05,9.84621534959465e-07,81.9510570109484,0
"1.18","all","4 yr.","included","no","all","All","LPM","month07",6.09210235469498e-05,9.6269770166043e-07,63.2815716105639,0
"1.19","all","4 yr.","included","no","all","All","LPM","month08",2.00080788766433e-05,9.36014326073017e-07,21.3758254754346,2.24322318951276e-101
"1.20","all","4 yr.","included","no","all","All","LPM","month09",0.000128202824268793,1.01336623930605e-06,126.511836783299,0
"1.21","all","4 yr.","included","no","all","All","LPM","month10",0.000114155278597505,9.94874886127878e-07,114.743351339187,0
"1.22","all","4 yr.","included","no","all","All","LPM","month11",9.86835440169371e-05,9.94332160536806e-07,99.2460547224593,0
"1.23","all","4 yr.","included","no","all","All","LPM","month12",-0.000149317876251022,8.18909424039893e-07,-182.337474533384,0
"2","all","4 yr.","included","with","all","All","LPM","(Intercept)",3.73477576735606e-05,4.07401257651562e-06,9.1673152628073,4.84945976555644e-20
"2.1","all","4 yr.","included","with","all","All","LPM","policyTRUE",-1.12634602166089e-05,5.70020213990383e-06,-1.97597557773609,0.0481575433353616
"2.2","all","4 yr.","included","with","all","All","LPM","age_grp16-19",0.000468710856874019,4.80227844653476e-06,97.6017659309681,0
"2.3","all","4 yr.","included","with","all","All","LPM","age_grp20-24",0.000380077946382082,4.286031676838e-06,88.6782868255615,0
"2.4","all","4 yr.","included","with","all","All","LPM","age_grp25-34",0.000253603076403694,4.10372033721838e-06,61.7983331134094,0
"2.5","all","4 yr.","included","with","all","All","LPM","age_grp35-44",0.000198912283142127,4.08310790902284e-06,48.715901605875,0
"2.6","all","4 yr.","included","with","all","All","LPM","age_grp45-54",0.000149354237984181,4.07051045472843e-06,36.6917711292662,9.88017043478816e-295
"2.7","all","4 yr.","included","with","all","All","LPM","age_grp55-64",9.61793783677972e-05,4.07412043977742e-06,23.6073969313121,3.23568856566168e-123
"2.8","all","4 yr.","included","with","all","All","LPM","age_grp65-199",2.56647044842162e-05,4.06651149499472e-06,6.31123372350127,2.76819773769392e-10
"2.9","all","4 yr.","included","with","all","All","LPM","curr_pts_grp1-3",0.000567566557107667,8.44033362961206e-07,672.44564257083,0
"2.10","all","4 yr.","included","with","all","All","LPM","curr_pts_grp4-6",0.00115260938295013,2.01962461838042e-06,570.704759914459,0
