"","past_pts","window","seasonality","age_int","pts_target","sex","reg_type","Variable","Estimate","Std_Error","z_stat","p_value"
"20.10","all","4 yr.","excluded","with","1","Male","LPM","curr_pts_grp4-6",9.05137667867116e-05,6.7903499577931e-07,133.29764643843,0
"20.11","all","4 yr.","excluded","with","1","Male","LPM","curr_pts_grp7-9",0.000132696781681851,1.26805310647717e-06,104.646075944328,0
"20.12","all","4 yr.","excluded","with","1","Male","LPM","curr_pts_grp10-150",0.000199817152469653,1.78713250802056e-06,111.80880632683,0
"20.13","all","4 yr.","excluded","with","1","Male","LPM","policyTRUE:age_grp16-19",-2.16833048725796e-07,2.22931849278297e-06,-0.0972642757989741,0.922516525235268
"20.14","all","4 yr.","excluded","with","1","Male","LPM","policyTRUE:age_grp20-24",-4.07105642152747e-06,1.82704914837741e-06,-2.22821396191939,0.0258662505084511
"20.15","all","4 yr.","excluded","with","1","Male","LPM","policyTRUE:age_grp25-34",-7.57678899946932e-07,1.70428594835625e-06,-0.444572637988183,0.656628624818693
"20.16","all","4 yr.","excluded","with","1","Male","LPM","policyTRUE:age_grp35-44",1.80786718287741e-06,1.69352548352282e-06,1.06751696414791,0.285738457433133
"20.17","all","4 yr.","excluded","with","1","Male","LPM","policyTRUE:age_grp45-54",2.73018497577237e-06,1.68280082753623e-06,1.62240529663252,0.104716595872692
"20.18","all","4 yr.","excluded","with","1","Male","LPM","policyTRUE:age_grp55-64",2.43796684163715e-06,1.6857383070899e-06,1.44623090748044,0.148112447528809
"20.19","all","4 yr.","excluded","with","1","Male","LPM","policyTRUE:age_grp65-199",2.4179377532401e-06,1.67247597328212e-06,1.44572346142293,0.148254781195221
"21","all","4 yr.","excluded","no","2","Male","LPM","(Intercept)",-4.69510931498134e-06,1.38467069670407e-06,-3.39077682957913,0.00069694828747416
"21.1","all","4 yr.","excluded","no","2","Male","LPM","policyTRUE",-4.10769849011246e-06,3.94153258382386e-07,-10.4215768936442,1.97648749991496e-25
"21.2","all","4 yr.","excluded","no","2","Male","LPM","age_grp16-19",0.000189287968012287,2.04309665921205e-06,92.6475833430654,0
"21.3","all","4 yr.","excluded","no","2","Male","LPM","age_grp20-24",0.000176507137055433,1.64592341091745e-06,107.238973505485,0
"21.4","all","4 yr.","excluded","no","2","Male","LPM","age_grp25-34",0.000156346309897012,1.46025622826509e-06,107.067723369867,0
"21.5","all","4 yr.","excluded","no","2","Male","LPM","age_grp35-44",0.000148687064757568,1.44223953664655e-06,103.094569923725,0
"21.6","all","4 yr.","excluded","no","2","Male","LPM","age_grp45-54",0.000138700932657881,1.42896464499929e-06,97.0639358666216,0
"21.7","all","4 yr.","excluded","no","2","Male","LPM","age_grp55-64",0.00011522708935121,1.43462200850444e-06,80.3187799072817,0
"21.8","all","4 yr.","excluded","no","2","Male","LPM","age_grp65-199",7.02561193787055e-05,1.41775510408483e-06,49.554481712874,0
"21.9","all","4 yr.","excluded","no","2","Male","LPM","curr_pts_grp1-3",0.000249290997914464,7.20704154833685e-07,345.899210157866,0
"21.10","all","4 yr.","excluded","no","2","Male","LPM","curr_pts_grp4-6",0.000457997817364641,1.5279344895244e-06,299.749642739724,0
"21.11","all","4 yr.","excluded","no","2","Male","LPM","curr_pts_grp7-9",0.00060582166654431,2.73721620210528e-06,221.327663513885,0
"21.12","all","4 yr.","excluded","no","2","Male","LPM","curr_pts_grp10-150",0.000718576038496446,3.4770687707692e-06,206.661439813134,0
"22","all","4 yr.","excluded","with","2","Male","LPM","(Intercept)",-6.59514573538159e-06,1.82678135031761e-06,-3.61025457930963,0.000305896622386967
"22.1","all","4 yr.","excluded","with","2","Male","LPM","policyTRUE",-2.08581620247072e-07,2.74746092623032e-06,-0.0759179569236891,0.939484370531301
"22.2","all","4 yr.","excluded","with","2","Male","LPM","age_grp16-19",0.000189443899579881,2.84479137089314e-06,66.593248811917,0
"22.3","all","4 yr.","excluded","with","2","Male","LPM","age_grp20-24",0.000179232812124536,2.23512865983631e-06,80.1890358014838,0
"22.4","all","4 yr.","excluded","with","2","Male","LPM","age_grp25-34",0.000161436041390893,1.96537716658289e-06,82.1399801197316,0
"22.5","all","4 yr.","excluded","with","2","Male","LPM","age_grp35-44",0.000151331805084388,1.93342687399974e-06,78.2712845877247,0
"22.6","all","4 yr.","excluded","with","2","Male","LPM","age_grp45-54",0.000139857985138431,1.91555752767502e-06,73.011634011421,0
"22.7","all","4 yr.","excluded","with","2","Male","LPM","age_grp55-64",0.000116083498448335,1.92472600449457e-06,60.3117005627088,0
"22.8","all","4 yr.","excluded","with","2","Male","LPM","age_grp65-199",6.92773790150027e-05,1.89770498796405e-06,36.5058739131664,8.94864323383111e-292
"22.9","all","4 yr.","excluded","with","2","Male","LPM","curr_pts_grp1-3",0.000249280769901737,7.20701864214533e-07,345.886117796322,0
"22.10","all","4 yr.","excluded","with","2","Male","LPM","curr_pts_grp4-6",0.000458019286561344,1.52793919564451e-06,299.762770578147,0
"22.11","all","4 yr.","excluded","with","2","Male","LPM","curr_pts_grp7-9",0.000605863955511835,2.737227504676e-06,221.342199169356,0
"22.12","all","4 yr.","excluded","with","2","Male","LPM","curr_pts_grp10-150",0.000718731833911901,3.47762475717698e-06,206.673199122077,0
"22.13","all","4 yr.","excluded","with","2","Male","LPM","policyTRUE:age_grp16-19",-6.16552712662687e-07,4.08058867366059e-06,-0.15109406067865,0.879901517611472
"22.14","all","4 yr.","excluded","with","2","Male","LPM","policyTRUE:age_grp20-24",-5.56489167982959e-06,3.31209090284739e-06,-1.68017480288524,0.0929233103368511
"22.15","all","4 yr.","excluded","with","2","Male","LPM","policyTRUE:age_grp25-34",-1.02315414479902e-05,2.93944484748936e-06,-3.48077340411038,0.000499968272767201
"22.16","all","4 yr.","excluded","with","2","Male","LPM","policyTRUE:age_grp35-44",-5.41898312909604e-06,2.90064257043521e-06,-1.86820092359155,0.0617340701667336
"22.17","all","4 yr.","excluded","with","2","Male","LPM","policyTRUE:age_grp45-54",-2.4424818554608e-06,2.87101764261245e-06,-0.850737320178324,0.394915287017628
"22.18","all","4 yr.","excluded","with","2","Male","LPM","policyTRUE:age_grp55-64",-1.88933722438187e-06,2.87939951526837e-06,-0.656156679322695,0.511723318997833
"22.19","all","4 yr.","excluded","with","2","Male","LPM","policyTRUE:age_grp65-199",1.5498848616027e-06,2.84249133323338e-06,0.545255791453788,0.58557760474729
"23","all","4 yr.","excluded","no","3","Male","LPM","(Intercept)",0.00011581385094716,3.08472458338721e-06,37.5443083544235,1.74496701081909e-308
"23.1","all","4 yr.","excluded","no","3","Male","LPM","policyTRUE",-4.75909998863417e-05,4.35557530019103e-07,-109.264555440597,0
"23.2","all","4 yr.","excluded","no","3","Male","LPM","age_grp16-19",0.000250700379561372,3.631838903704e-06,69.0284966400053,0
"23.3","all","4 yr.","excluded","no","3","Male","LPM","age_grp20-24",0.000209631461553708,3.27903267449627e-06,63.9308852223964,0
"23.4","all","4 yr.","excluded","no","3","Male","LPM","age_grp25-34",0.00010257360780284,3.13004395008488e-06,32.7706605525645,1.54218537641028e-235
"23.5","all","4 yr.","excluded","no","3","Male","LPM","age_grp35-44",6.12586331098188e-05,3.11502456479051e-06,19.6655377303384,4.25633973177646e-86
"23.6","all","4 yr.","excluded","no","3","Male","LPM","age_grp45-54",3.20764675228053e-05,3.10519205292989e-06,10.3299464174977,5.15894227270132e-25
"23.7","all","4 yr.","excluded","no","3","Male","LPM","age_grp55-64",4.58605935884119e-06,3.10668810284613e-06,1.47618917864325,0.139893113802406
"23.8","all","4 yr.","excluded","no","3","Male","LPM","age_grp65-199",-2.44566759859525e-05,3.10100059923237e-06,-7.88670469525436,3.1027049830917e-15
"23.9","all","4 yr.","excluded","no","3","Male","LPM","curr_pts_grp1-3",0.000295416236293589,7.82716581770966e-07,377.424272301965,0
"23.10","all","4 yr.","excluded","no","3","Male","LPM","curr_pts_grp4-6",0.000594279818260379,1.72549572766617e-06,344.411063285665,0
"23.11","all","4 yr.","excluded","no","3","Male","LPM","curr_pts_grp7-9",0.000840566609126094,3.19354603987602e-06,263.207919544735,0
"23.12","all","4 yr.","excluded","no","3","Male","LPM","curr_pts_grp10-150",0.00116261050030222,4.34615930039655e-06,267.502965249374,0
"24","all","4 yr.","excluded","with","3","Male","LPM","(Intercept)",9.49920330335116e-05,4.28680929178155e-06,22.159146014642,8.51511207721935e-109
"24.1","all","4 yr.","excluded","with","3","Male","LPM","policyTRUE",-4.8563379338775e-06,6.15657066708247e-06,-0.788805683632129,0.430225587130917
"24.2","all","4 yr.","excluded","with","3","Male","LPM","age_grp16-19",0.00029029850710471,5.17435001306219e-06,56.1033765346134,0
"24.3","all","4 yr.","excluded","with","3","Male","LPM","age_grp20-24",0.000250549417692431,4.60223180297063e-06,54.4408513996856,0
"24.4","all","4 yr.","excluded","with","3","Male","LPM","age_grp25-34",0.000134284034710093,4.37222670905256e-06,30.712962443613,3.82130323716859e-207
"24.5","all","4 yr.","excluded","with","3","Male","LPM","age_grp35-44",8.30416680157469e-05,4.34490321998719e-06,19.1124321558517,1.98976768156552e-81
"24.6","all","4 yr.","excluded","with","3","Male","LPM","age_grp45-54",4.99111519583949e-05,4.33104876735446e-06,11.5240337016298,9.9825949170735e-31
"24.7","all","4 yr.","excluded","with","3","Male","LPM","age_grp55-64",1.84747500573671e-05,4.33404639344111e-06,4.26270242176588,2.01969404886493e-05
"24.8","all","4 yr.","excluded","with","3","Male","LPM","age_grp65-199",-1.9619413496462e-05,4.32418984109527e-06,-4.53713047239679,5.70248308671613e-06
"24.9","all","4 yr.","excluded","with","3","Male","LPM","curr_pts_grp1-3",0.000295329473809077,7.82708343434994e-07,377.31739579138,0
"24.10","all","4 yr.","excluded","with","3","Male","LPM","curr_pts_grp4-6",0.00059434676996817,1.72553062601302e-06,344.442898322505,0
"24.11","all","4 yr.","excluded","with","3","Male","LPM","curr_pts_grp7-9",0.00084067447926524,3.19358326291746e-06,263.238628855179,0
"24.12","all","4 yr.","excluded","with","3","Male","LPM","curr_pts_grp10-150",0.00116385209694061,4.3469726279676e-06,267.738538184623,0
"24.13","all","4 yr.","excluded","with","3","Male","LPM","policyTRUE:age_grp16-19",-7.82656040131948e-05,7.27311913637803e-06,-10.7609407388548,5.26301595275841e-27
"24.14","all","4 yr.","excluded","with","3","Male","LPM","policyTRUE:age_grp20-24",-8.29362041029218e-05,6.5810326479562e-06,-12.60230856455,2.05053812024684e-36
"24.15","all","4 yr.","excluded","with","3","Male","LPM","policyTRUE:age_grp25-34",-6.43633994220746e-05,6.27159710773243e-06,-10.2626808317644,1.03784788069972e-24
"24.16","all","4 yr.","excluded","with","3","Male","LPM","policyTRUE:age_grp35-44",-4.47060161383486e-05,6.2375172841307e-06,-7.1672773159424,7.65039740191594e-13
"24.17","all","4 yr.","excluded","with","3","Male","LPM","policyTRUE:age_grp45-54",-3.68712977694662e-05,6.21612582765537e-06,-5.93155589055595,3.00077397958311e-09
"24.18","all","4 yr.","excluded","with","3","Male","LPM","policyTRUE:age_grp55-64",-2.93718660433906e-05,6.21787263875494e-06,-4.72378058378371,2.31500190057569e-06
"24.19","all","4 yr.","excluded","with","3","Male","LPM","policyTRUE:age_grp65-199",-1.24718494654959e-05,6.20509911156209e-06,-2.00993557737971,0.0444380077412052
"25","all","4 yr.","excluded","no","4","Male","LPM","(Intercept)",1.50865845397372e-05,1.04047967894452e-06,14.4996436211434,1.21780769081407e-47
"25.1","all","4 yr.","excluded","no","4","Male","LPM","policyTRUE",-8.0860045580234e-07,6.61976470119432e-08,-12.2149425591585,2.58684389518377e-34
"25.2","all","4 yr.","excluded","no","4","Male","LPM","age_grp16-19",5.08714044122719e-05,1.24983257952202e-06,40.7025750854782,0
"25.3","all","4 yr.","excluded","no","4","Male","LPM","age_grp20-24",3.1932481894668e-06,1.06678837290156e-06,2.99332864003896,0.0027595242557101
"25.4","all","4 yr.","excluded","no","4","Male","LPM","age_grp25-34",-1.08373697296516e-05,1.04314558838938e-06,-10.3891248261755,2.77891368881527e-25
"25.5","all","4 yr.","excluded","no","4","Male","LPM","age_grp35-44",-1.39348780445941e-05,1.04116694079445e-06,-13.3839036744303,7.5097389618301e-41
"25.6","all","4 yr.","excluded","no","4","Male","LPM","age_grp45-54",-1.47347650843957e-05,1.04045085491388e-06,-14.1619039619274,1.57664142894092e-45
"25.7","all","4 yr.","excluded","no","4","Male","LPM","age_grp55-64",-1.48138631558398e-05,1.04029009364277e-06,-14.240127101438,5.16331622231969e-46
"25.8","all","4 yr.","excluded","no","4","Male","LPM","age_grp65-199",-1.46237880230237e-05,1.04008148330165e-06,-14.0602330277063,6.66664564888342e-45
"25.9","all","4 yr.","excluded","no","4","Male","LPM","curr_pts_grp1-3",2.79090327467227e-06,1.02987001405036e-07,27.0995682619787,9.96266084071413e-162
"25.10","all","4 yr.","excluded","no","4","Male","LPM","curr_pts_grp4-6",1.11120069966476e-05,2.56702421624687e-07,43.2875035861329,0
"25.11","all","4 yr.","excluded","no","4","Male","LPM","curr_pts_grp7-9",2.06776671683343e-05,5.25487738373043e-07,39.3494760360235,0
"25.12","all","4 yr.","excluded","no","4","Male","LPM","curr_pts_grp10-150",4.60312088689281e-05,8.73954921428229e-07,52.6700036126615,0
"26","all","4 yr.","excluded","with","4","Male","LPM","(Intercept)",1.72540485590147e-05,1.56709102805193e-06,11.0102401520756,3.41093539876436e-28
"26.1","all","4 yr.","excluded","with","4","Male","LPM","policyTRUE",-5.25538820091237e-06,2.07101893065266e-06,-2.53758578597646,0.0111620008259322
"26.2","all","4 yr.","excluded","with","4","Male","LPM","age_grp16-19",5.1808857018197e-05,1.88015711131524e-06,27.5555998519478,3.79197205169492e-167
"26.3","all","4 yr.","excluded","with","4","Male","LPM","age_grp20-24",1.63457020798388e-06,1.60552222638592e-06,1.01809254404615,0.308633978354394
"26.4","all","4 yr.","excluded","with","4","Male","LPM","age_grp25-34",-1.30076020020618e-05,1.57191394418399e-06,-8.27500897882439,1.2844596900679e-16
"26.5","all","4 yr.","excluded","with","4","Male","LPM","age_grp35-44",-1.62098363573084e-05,1.56903574885801e-06,-10.3310816016183,5.09824631021031e-25
"26.6","all","4 yr.","excluded","with","4","Male","LPM","age_grp45-54",-1.70784356310463e-05,1.56816736445015e-06,-10.8906970124548,1.27659544948272e-27
"26.7","all","4 yr.","excluded","with","4","Male","LPM","age_grp55-64",-1.7166601280338e-05,1.56808635385271e-06,-10.947484644682,6.83185026352484e-28
"26.8","all","4 yr.","excluded","with","4","Male","LPM","age_grp65-199",-1.70582678028537e-05,1.5678962827083e-06,-10.8797169755312,1.44009497127011e-27
"26.9","all","4 yr.","excluded","with","4","Male","LPM","curr_pts_grp1-3",2.78731912380043e-06,1.02977908743862e-07,27.0671560318181,2.39955825315364e-161
"26.10","all","4 yr.","excluded","with","4","Male","LPM","curr_pts_grp4-6",1.11077797237057e-05,2.56700351810958e-07,43.2713848864757,0
"26.11","all","4 yr.","excluded","with","4","Male","LPM","curr_pts_grp7-9",2.06685382133314e-05,5.25491853364243e-07,39.3317956900943,0
"26.12","all","4 yr.","excluded","with","4","Male","LPM","curr_pts_grp10-150",4.60725185510882e-05,8.741291692154e-07,52.7067625399595,0
"26.13","all","4 yr.","excluded","with","4","Male","LPM","policyTRUE:age_grp16-19",-1.41835953160635e-06,2.50180244388049e-06,-0.566935065186988,0.570758299576973
"26.14","all","4 yr.","excluded","with","4","Male","LPM","policyTRUE:age_grp20-24",3.2311540729736e-06,2.12873324627281e-06,1.5178764547559,0.129045546656234
"26.15","all","4 yr.","excluded","with","4","Male","LPM","policyTRUE:age_grp25-34",4.4526611747593e-06,2.07789696195016e-06,2.14286909134338,0.0321236115368099
"26.16","all","4 yr.","excluded","with","4","Male","LPM","policyTRUE:age_grp35-44",4.66641673207256e-06,2.07358593813725e-06,2.25040913243485,0.02442298585961
"26.17","all","4 yr.","excluded","with","4","Male","LPM","policyTRUE:age_grp45-54",4.79389456069981e-06,2.0722696349761e-06,2.31335463290476,0.0207031492633326
"26.18","all","4 yr.","excluded","with","4","Male","LPM","policyTRUE:age_grp55-64",4.80475894576887e-06,2.07213149337612e-06,2.31875195233893,0.0204084898299407
"26.19","all","4 yr.","excluded","with","4","Male","LPM","policyTRUE:age_grp65-199",4.95291430755012e-06,2.07194771498111e-06,2.39046297922401,0.0168271455438994
"27","all","4 yr.","excluded","no","5","Male","LPM","(Intercept)",2.03207904448138e-06,1.49598143930136e-07,13.5835846026966,5.01126650333981e-42
"27.1","all","4 yr.","excluded","no","5","Male","LPM","policyTRUE",-8.20093168461552e-06,9.95077584059467e-08,-82.4149977447931,0
"27.2","all","4 yr.","excluded","no","5","Male","LPM","age_grp16-19",4.06377291869501e-05,6.05455300694862e-07,67.1192888068062,0
"27.3","all","4 yr.","excluded","no","5","Male","LPM","age_grp20-24",3.22156952999131e-05,3.55698060975242e-07,90.5703427552714,0
"27.4","all","4 yr.","excluded","no","5","Male","LPM","age_grp25-34",1.50537472455649e-05,2.01200589165732e-07,74.8195982327112,0
"27.5","all","4 yr.","excluded","no","5","Male","LPM","age_grp35-44",6.71756160022041e-06,1.73180428469557e-07,38.7893808762651,0
"27.6","all","4 yr.","excluded","no","5","Male","LPM","age_grp45-54",3.83575448506719e-06,1.60401378210934e-07,23.9134758556939,2.21798412383742e-126
"27.7","all","4 yr.","excluded","no","5","Male","LPM","age_grp55-64",2.20089991113798e-06,1.56648996354526e-07,14.0498819804561,7.71626609973351e-45
"27.8","all","4 yr.","excluded","no","5","Male","LPM","age_grp65-199",1.43129526711075e-06,1.49201004898935e-07,9.59306720541374,8.55046212330784e-22
"27.9","all","4 yr.","excluded","no","5","Male","LPM","curr_pts_grp1-3",1.48413910432195e-05,1.72500518822476e-07,86.0367907559343,0
"27.10","all","4 yr.","excluded","no","5","Male","LPM","curr_pts_grp4-6",3.36202432865988e-05,4.06735308261036e-07,82.658777351638,0
"27.11","all","4 yr.","excluded","no","5","Male","LPM","curr_pts_grp7-9",5.35164086435312e-05,8.00263376355552e-07,66.8734946827733,0
"27.12","all","4 yr.","excluded","no","5","Male","LPM","curr_pts_grp10-150",0.000102034013146846,1.26324102092576e-06,80.771611637557,0
"28","all","4 yr.","excluded","with","5","Male","LPM","(Intercept)",-1.66630796495412e-06,2.39480363908092e-07,-6.95801500282343,3.4510051208732e-12
"28.1","all","4 yr.","excluded","with","5","Male","LPM","policyTRUE",-6.0783332335226e-07,2.79677693766362e-07,-2.1733350099062,0.0297551123820589
"28.2","all","4 yr.","excluded","with","5","Male","LPM","age_grp16-19",5.09110591560256e-05,9.73870123650235e-07,52.2770520623449,0
"28.3","all","4 yr.","excluded","with","5","Male","LPM","age_grp20-24",4.37392720830651e-05,5.80641171617337e-07,75.3292639604462,0
"28.4","all","4 yr.","excluded","with","5","Male","LPM","age_grp25-34",2.15647959468568e-05,3.36861877165435e-07,64.0167303237647,0
"28.5","all","4 yr.","excluded","with","5","Male","LPM","age_grp35-44",1.02199732621063e-05,2.88088312723418e-07,35.4751401245425,1.18859854574991e-275
"28.6","all","4 yr.","excluded","with","5","Male","LPM","age_grp45-54",6.22006938274554e-06,2.69684373470392e-07,23.0642558287807,1.05820516306034e-117
"28.7","all","4 yr.","excluded","with","5","Male","LPM","age_grp55-64",3.41508248272841e-06,2.63743124461166e-07,12.9485175763558,2.39535299554627e-38
"28.8","all","4 yr.","excluded","with","5","Male","LPM","age_grp65-199",1.66794554560743e-06,2.5178251105996e-07,6.62454885601732,3.48310338487615e-11
"28.9","all","4 yr.","excluded","with","5","Male","LPM","curr_pts_grp1-3",1.48108683754696e-05,1.72470095123984e-07,85.874993950821,0
"28.10","all","4 yr.","excluded","with","5","Male","LPM","curr_pts_grp4-6",3.36264310989117e-05,4.06754957545105e-07,82.669996948182,0
"28.11","all","4 yr.","excluded","with","5","Male","LPM","curr_pts_grp7-9",5.35284082758673e-05,8.0029908227594e-07,66.8855050085024,0
"28.12","all","4 yr.","excluded","with","5","Male","LPM","curr_pts_grp10-150",0.00010242122672083,1.26377071876642e-06,81.0441523924564,0
"28.13","all","4 yr.","excluded","with","5","Male","LPM","policyTRUE:age_grp16-19",-2.00273984524364e-05,1.23262698065115e-06,-16.2477365551878,2.31765155828168e-59
"28.14","all","4 yr.","excluded","with","5","Male","LPM","policyTRUE:age_grp20-24",-2.32330223037534e-05,7.37716659247862e-07,-31.4931512153197,1.07805388831434e-217
"28.15","all","4 yr.","excluded","with","5","Male","LPM","policyTRUE:age_grp25-34",-1.31780484267874e-05,4.13679645390238e-07,-31.855684884752,1.09814131228619e-222
"28.16","all","4 yr.","excluded","with","5","Male","LPM","policyTRUE:age_grp35-44",-7.19570078555545e-06,3.47698462704368e-07,-20.6952332477628,3.82376964684842e-95
"28.17","all","4 yr.","excluded","with","5","Male","LPM","policyTRUE:age_grp45-54",-5.01035419044177e-06,3.20136654013972e-07,-15.6506733222217,3.28723970485112e-55
"28.18","all","4 yr.","excluded","with","5","Male","LPM","policyTRUE:age_grp55-64",-2.80298791636279e-06,3.11466297877751e-07,-8.99932973635225,2.27099949079205e-19
"28.19","all","4 yr.","excluded","with","5","Male","LPM","policyTRUE:age_grp65-199",-1.03713986097578e-06,2.9571705799345e-07,-3.50720336531533,0.000452842928004352
"29","all","4 yr.","excluded","no","7","Male","LPM","(Intercept)",5.03204887812777e-07,7.36623054855112e-08,6.83124000119374,8.4183764537017e-12
"29.1","all","4 yr.","excluded","no","7","Male","LPM","policyTRUE",-1.62799972725433e-06,4.17401439677098e-08,-39.0032130342853,0
"29.2","all","4 yr.","excluded","no","7","Male","LPM","age_grp16-19",1.19791810436068e-05,3.1710271368699e-07,37.7769742312308,2.71437827067984e-312
"29.3","all","4 yr.","excluded","no","7","Male","LPM","age_grp20-24",7.83909800323071e-06,1.71288955508593e-07,45.7653441808596,0
"29.4","all","4 yr.","excluded","no","7","Male","LPM","age_grp25-34",2.60600010957421e-06,9.28378796889951e-08,28.0704397634269,2.24944265085546e-173
"29.5","all","4 yr.","excluded","no","7","Male","LPM","age_grp35-44",5.16615465296266e-07,7.91208124232646e-08,6.52945096838213,6.60112223881133e-11
"29.6","all","4 yr.","excluded","no","7","Male","LPM","age_grp45-54",2.52417682904292e-08,7.44249946427267e-08,0.339157139501333,0.734491355423839
"29.7","all","4 yr.","excluded","no","7","Male","LPM","age_grp55-64",-8.78244889715743e-08,7.28341652174254e-08,-1.20581445135534,0.227889042136978
"29.8","all","4 yr.","excluded","no","7","Male","LPM","age_grp65-199",2.06906143242007e-08,7.14944055417067e-08,0.289401865326801,0.772273867730536
"29.9","all","4 yr.","excluded","no","7","Male","LPM","curr_pts_grp1-3",2.11854114046157e-06,6.77168903764769e-08,31.2852691357118,7.40273649943599e-215
"29.10","all","4 yr.","excluded","no","7","Male","LPM","curr_pts_grp4-6",5.4561874913113e-06,1.66424391687283e-07,32.784782542956,9.70332840138158e-236
"29.11","all","4 yr.","excluded","no","7","Male","LPM","curr_pts_grp7-9",1.01256763714862e-05,3.49415549620686e-07,28.9788945640179,1.21407048030297e-184
"29.12","all","4 yr.","excluded","no","7","Male","LPM","curr_pts_grp10-150",2.67724045965569e-05,6.38796993039815e-07,41.910661584608,0
"30","all","4 yr.","excluded","with","7","Male","LPM","(Intercept)",-1.95602654859026e-07,1.38138728689691e-07,-1.41598707845661,0.156779287779515
"30.1","all","4 yr.","excluded","with","7","Male","LPM","policyTRUE",-1.92489697610877e-07,1.37988888828121e-07,-1.39496519789099,0.163026334615279
"30.2","all","4 yr.","excluded","with","7","Male","LPM","age_grp16-19",1.59682394786202e-05,5.31684696332087e-07,30.0332877526469,3.60923811565208e-198
"30.3","all","4 yr.","excluded","with","7","Male","LPM","age_grp20-24",1.07421452031203e-05,2.91815580830007e-07,36.8114175828671,1.21252559443321e-296
"30.4","all","4 yr.","excluded","with","7","Male","LPM","age_grp25-34",4.06313328336719e-06,1.72372886876304e-07,23.5717655891146,7.51034760166504e-123
"30.5","all","4 yr.","excluded","with","7","Male","LPM","age_grp35-44",9.86764212383075e-07,1.49409615618666e-07,6.60442240144413,3.99070211320217e-11
"30.6","all","4 yr.","excluded","with","7","Male","LPM","age_grp45-54",2.19378258137984e-07,1.4299310167233e-07,1.53418770256968,0.124983482145188
"30.7","all","4 yr.","excluded","with","7","Male","LPM","age_grp55-64",-7.17876147833573e-08,1.4081750158764e-07,-0.509791850970167,0.610197295384865
"30.8","all","4 yr.","excluded","with","7","Male","LPM","age_grp65-199",-2.64161321562942e-08,1.39380842185483e-07,-0.18952484245389,0.849681486459125
"30.9","all","4 yr.","excluded","with","7","Male","LPM","curr_pts_grp1-3",2.10885358433737e-06,6.7686533321682e-08,31.1561765811671,4.18358307784619e-213
"30.10","all","4 yr.","excluded","with","7","Male","LPM","curr_pts_grp4-6",5.45336097299335e-06,1.66422179151794e-07,32.7682343831067,1.66992481247569e-235
"30.11","all","4 yr.","excluded","with","7","Male","LPM","curr_pts_grp7-9",1.01209253702746e-05,3.49412823280811e-07,28.9655235753634,1.78930304316038e-184
"30.12","all","4 yr.","excluded","with","7","Male","LPM","curr_pts_grp10-150",2.68853384518341e-05,6.39154382634078e-07,42.0639194259054,0
"30.13","all","4 yr.","excluded","with","7","Male","LPM","policyTRUE:age_grp16-19",-7.65335265425657e-06,6.49899030229978e-07,-11.7762179942757,5.17640111843141e-32
"30.14","all","4 yr.","excluded","with","7","Male","LPM","policyTRUE:age_grp20-24",-5.83947154524814e-06,3.58671189148148e-07,-16.2808492065309,1.349831512472e-59
"30.15","all","4 yr.","excluded","with","7","Male","LPM","policyTRUE:age_grp25-34",-2.94015250785819e-06,1.89611401209366e-07,-15.5062010464851,3.14972239736719e-54
"30.16","all","4 yr.","excluded","with","7","Male","LPM","policyTRUE:age_grp35-44",-9.6959417457703e-07,1.56025233523137e-07,-6.21434208225843,5.15401410062897e-10
"30.17","all","4 yr.","excluded","with","7","Male","LPM","policyTRUE:age_grp45-54",-4.42894539395847e-07,1.45630363932464e-07,-3.0412238727992,0.00235618570991464
"30.18","all","4 yr.","excluded","with","7","Male","LPM","policyTRUE:age_grp55-64",-1.18250391391685e-07,1.42316892809008e-07,-0.830894977101418,0.406032961478056
"30.19","all","4 yr.","excluded","with","7","Male","LPM","policyTRUE:age_grp65-199",-2.22155376556061e-08,1.39641329093811e-07,-0.15908999004644,0.873597974572703
"31","all","4 yr.","excluded","no","9+","Male","LPM","(Intercept)",4.82178609495991e-06,5.84063873257566e-07,8.25558010987191,1.51166225089529e-16
"31.1","all","4 yr.","excluded","no","9+","Male","LPM","policyTRUE",-6.7488409388951e-07,4.46642265538842e-08,-15.1101708450119,1.38779807347117e-51
"31.2","all","4 yr.","excluded","no","9+","Male","LPM","age_grp16-19",6.97977611143137e-06,6.56994376393337e-07,10.623798866815,2.30966357666199e-26
"31.3","all","4 yr.","excluded","no","9+","Male","LPM","age_grp20-24",1.47301291677545e-06,6.00047608664854e-07,2.45482674291961,0.0140952504606914
"31.4","all","4 yr.","excluded","no","9+","Male","LPM","age_grp25-34",-2.43809782192998e-06,5.86193183125407e-07,-4.1592053475115,3.19356702683422e-05
"31.5","all","4 yr.","excluded","no","9+","Male","LPM","age_grp35-44",-3.47969928089765e-06,5.84960240622239e-07,-5.94860819462907,2.70432121940877e-09
"31.6","all","4 yr.","excluded","no","9+","Male","LPM","age_grp45-54",-3.755407791268e-06,5.84423440067183e-07,-6.42583362302561,1.31148796948058e-10
"31.7","all","4 yr.","excluded","no","9+","Male","LPM","age_grp55-64",-3.91960607089545e-06,5.84412393713949e-07,-6.70691811647986,1.98777747344055e-11
"31.8","all","4 yr.","excluded","no","9+","Male","LPM","age_grp65-199",-3.27647376073003e-06,5.85068857656723e-07,-5.60015067944777,2.14165575476899e-08
