"","past_pts","window","seasonality","age_int","pts_target","sex","reg_type","Variable","Estimate","Std_Error","z_stat","p_value","AME","MER"
"1.19","all","4 yr.","mnwk","no","all","Male","LPM","month08",2.25353488645851e-05,1.44038921559648e-06,15.6453190711047,3.57573569388794e-55,NA,NA
"1.20","all","4 yr.","mnwk","no","all","Male","LPM","month09",0.000151280455742678,1.55013111148687e-06,97.5920389066774,0,NA,NA
"1.21","all","4 yr.","mnwk","no","all","Male","LPM","month10",0.000129638152065787,1.52138554615685e-06,85.2105847812632,0,NA,NA
"1.22","all","4 yr.","mnwk","no","all","Male","LPM","month11",0.000111772607515248,1.51985303141426e-06,73.5417209460323,0,NA,NA
"1.23","all","4 yr.","mnwk","no","all","Male","LPM","month12",-0.000193525344913271,1.26482268084388e-06,-153.005909717046,0,NA,NA
"1.24","all","4 yr.","mnwk","no","all","Male","LPM","weekdayMonday",0.000157731848926031,1.09343352991157e-06,144.253715119554,0,NA,NA
"1.25","all","4 yr.","mnwk","no","all","Male","LPM","weekdayTuesday",0.000208909849159247,1.12332294467459e-06,185.974879396561,0,NA,NA
"1.26","all","4 yr.","mnwk","no","all","Male","LPM","weekdayWednesday",0.000238832169852909,1.14038482828413e-06,209.43120596603,0,NA,NA
"1.27","all","4 yr.","mnwk","no","all","Male","LPM","weekdayThursday",0.000211546719519209,1.12704161662688e-06,187.700894446424,0,NA,NA
"1.28","all","4 yr.","mnwk","no","all","Male","LPM","weekdayFriday",0.000171754067169828,1.10386735606948e-06,155.593030471877,0,NA,NA
"1.29","all","4 yr.","mnwk","no","all","Male","LPM","weekdaySaturday",3.61399092398713e-05,1.01786630903606e-06,35.5055560038101,4.03511363506482e-276,NA,NA
"2","all","4 yr.","mnwk","with","all","Male","LPM","(Intercept)",-0.000100569036709159,5.23778164692337e-06,-19.200692867415,3.65190405783542e-82,NA,NA
"2.1","all","4 yr.","mnwk","with","all","Male","LPM","policyTRUE",-1.09150409027165e-05,7.34175239136204e-06,-1.4867078486001,0.13709198893456,NA,NA
"2.2","all","4 yr.","mnwk","with","all","Male","LPM","age_grp16-19",0.00065649394292151,6.54877683294199e-06,100.24680328381,0,NA,NA
"2.3","all","4 yr.","mnwk","with","all","Male","LPM","age_grp20-24",0.00051505963321185,5.60213404987026e-06,91.9398980150749,0,NA,NA
"2.4","all","4 yr.","mnwk","with","all","Male","LPM","age_grp25-34",0.000330652958473257,5.24856764268624e-06,62.9987038338001,0,NA,NA
"2.5","all","4 yr.","mnwk","with","all","Male","LPM","age_grp35-44",0.000250013997104059,5.20700699881956e-06,48.0149147409899,0,NA,NA
"2.6","all","4 yr.","mnwk","with","all","Male","LPM","age_grp45-54",0.000197218405500039,5.18588912556046e-06,38.0298152785372,1.85653229576189e-316,NA,NA
"2.7","all","4 yr.","mnwk","with","all","Male","LPM","age_grp55-64",0.000134291077126417,5.19196307928275e-06,25.8651833758743,1.64213269410789e-147,NA,NA
"2.8","all","4 yr.","mnwk","with","all","Male","LPM","age_grp65-199",3.92324975392327e-05,5.17111155103699e-06,7.58685964362249,3.27751831262657e-14,NA,NA
"2.9","all","4 yr.","mnwk","with","all","Male","LPM","curr_pts_grp1-3",0.000616774916320631,1.13371452130649e-06,544.030181081089,0,NA,NA
"2.10","all","4 yr.","mnwk","with","all","Male","LPM","curr_pts_grp4-6",0.00119829403264976,2.46044891797566e-06,487.022520116231,0,NA,NA
"2.11","all","4 yr.","mnwk","with","all","Male","LPM","curr_pts_grp7-9",0.00167211201183943,4.51875117183668e-06,370.038523532994,0,NA,NA
"2.12","all","4 yr.","mnwk","with","all","Male","LPM","curr_pts_grp10-150",0.00227792710575511,6.09921112592611e-06,373.478972726859,0,NA,NA
"2.13","all","4 yr.","mnwk","with","all","Male","LPM","month02",9.16174115485394e-05,1.53061517986113e-06,59.856594102805,0,NA,NA
"2.14","all","4 yr.","mnwk","with","all","Male","LPM","month03",0.000106335906571164,1.50108467285599e-06,70.8393793461678,0,NA,NA
"2.15","all","4 yr.","mnwk","with","all","Male","LPM","month04",9.09963099753808e-05,1.50848957884883e-06,60.322796558411,0,NA,NA
"2.16","all","4 yr.","mnwk","with","all","Male","LPM","month05",0.000107288878095254,1.50725598896632e-06,71.1815901748934,0,NA,NA
"2.17","all","4 yr.","mnwk","with","all","Male","LPM","month06",9.37353639668726e-05,1.50906176455739e-06,62.1149950044394,0,NA,NA
"2.18","all","4 yr.","mnwk","with","all","Male","LPM","month07",7.63451425270669e-05,1.48283476210442e-06,51.4859406308488,0,NA,NA
"2.19","all","4 yr.","mnwk","with","all","Male","LPM","month08",2.25129456079626e-05,1.44039111507377e-06,15.6297448466346,4.56629124991543e-55,NA,NA
"2.20","all","4 yr.","mnwk","with","all","Male","LPM","month09",0.000151262812402265,1.55013179058808e-06,97.580614319818,0,NA,NA
"2.21","all","4 yr.","mnwk","with","all","Male","LPM","month10",0.000129624636964838,1.52138629628078e-06,85.2016593561555,0,NA,NA
"2.22","all","4 yr.","mnwk","with","all","Male","LPM","month11",0.0001117635659234,1.51985286184406e-06,73.5357801595318,0,NA,NA
"2.23","all","4 yr.","mnwk","with","all","Male","LPM","month12",-0.000193529795894389,1.26482248936265e-06,-153.00945193654,0,NA,NA
"2.24","all","4 yr.","mnwk","with","all","Male","LPM","weekdayMonday",0.000157731878587216,1.09343319136548e-06,144.253786909688,0,NA,NA
"2.25","all","4 yr.","mnwk","with","all","Male","LPM","weekdayTuesday",0.000208909598843826,1.12332259980314e-06,185.97471365789,0,NA,NA
"2.26","all","4 yr.","mnwk","with","all","Male","LPM","weekdayWednesday",0.000238832147056275,1.14038452893907e-06,209.431240950337,0,NA,NA
"2.27","all","4 yr.","mnwk","with","all","Male","LPM","weekdayThursday",0.000211547377998796,1.12704125533789e-06,187.701538871684,0,NA,NA
"2.28","all","4 yr.","mnwk","with","all","Male","LPM","weekdayFriday",0.000171754754580088,1.10386701103984e-06,155.59370183397,0,NA,NA
"2.29","all","4 yr.","mnwk","with","all","Male","LPM","weekdaySaturday",3.6139725192714e-05,1.01786592393246e-06,35.5053886204288,4.05918492114973e-276,NA,NA
"2.30","all","4 yr.","mnwk","with","all","Male","LPM","policyTRUE:age_grp16-19",-0.000111587299181936,9.19117890671305e-06,-12.1406949330989,6.42778536872929e-34,NA,NA
"2.31","all","4 yr.","mnwk","with","all","Male","LPM","policyTRUE:age_grp20-24",-0.000119225475150935,8.0173427119446e-06,-14.8709465760154,5.08888249002437e-50,NA,NA
"2.32","all","4 yr.","mnwk","with","all","Male","LPM","policyTRUE:age_grp25-34",-8.61578712283855e-05,7.53576035329636e-06,-11.4332021175139,2.85387109300567e-30,NA,NA
"2.33","all","4 yr.","mnwk","with","all","Male","LPM","policyTRUE:age_grp35-44",-5.02952044354314e-05,7.48411995284409e-06,-6.72025632303213,1.81405182040725e-11,NA,NA
"2.34","all","4 yr.","mnwk","with","all","Male","LPM","policyTRUE:age_grp45-54",-3.57402623499159e-05,7.45046411677439e-06,-4.79705180640334,1.61017971751023e-06,NA,NA
"2.35","all","4 yr.","mnwk","with","all","Male","LPM","policyTRUE:age_grp55-64",-2.51999047770604e-05,7.45535943172557e-06,-3.38010595033482,0.000724578928155879,NA,NA
"2.36","all","4 yr.","mnwk","with","all","Male","LPM","policyTRUE:age_grp65-199",-2.80820287213363e-06,7.42700459459375e-06,-0.378107060035721,0.7053510638427,NA,NA
"3","all","4 yr.","mnwk","no","1","Male","LPM","(Intercept)",-1.96205843216594e-05,8.83793058326487e-07,-22.200428184865,3.40198489241715e-109,NA,NA
"3.1","all","4 yr.","mnwk","no","1","Male","LPM","policyTRUE",3.93047278707971e-06,1.77018669420137e-07,22.2037189633999,3.16182479825291e-109,NA,NA
"3.2","all","4 yr.","mnwk","no","1","Male","LPM","age_grp16-19",4.78595249923968e-05,1.11284045033194e-06,43.00663673586,0,NA,NA
"3.3","all","4 yr.","mnwk","no","1","Male","LPM","age_grp20-24",2.47054047548046e-05,9.07374453235137e-07,27.2273532351726,3.08223819392753e-163,NA,NA
"3.4","all","4 yr.","mnwk","no","1","Male","LPM","age_grp25-34",2.46790459959297e-05,8.45647239189132e-07,29.1836180055336,3.13020005645108e-187,NA,NA
"3.5","all","4 yr.","mnwk","no","1","Male","LPM","age_grp35-44",2.5870759375606e-05,8.40651386956762e-07,30.7746585290968,5.72247633961463e-208,NA,NA
"3.6","all","4 yr.","mnwk","no","1","Male","LPM","age_grp45-54",2.38716697089703e-05,8.36027946870728e-07,28.5536743099588,2.52895154773266e-179,NA,NA
"3.7","all","4 yr.","mnwk","no","1","Male","LPM","age_grp55-64",1.93531865708374e-05,8.38152708034156e-07,23.0902869910536,5.79680778155635e-118,NA,NA
"3.8","all","4 yr.","mnwk","no","1","Male","LPM","age_grp65-199",1.00562625944794e-05,8.32168811450134e-07,12.0844021743081,1.27695700031294e-33,NA,NA
"3.9","all","4 yr.","mnwk","no","1","Male","LPM","curr_pts_grp1-3",5.00923286425399e-05,3.21599562567637e-07,155.759940226924,0,NA,NA
"3.10","all","4 yr.","mnwk","no","1","Male","LPM","curr_pts_grp4-6",9.05485143292198e-05,6.79050535078281e-07,133.345766848974,0,NA,NA
"3.11","all","4 yr.","mnwk","no","1","Male","LPM","curr_pts_grp7-9",0.000132721539954591,1.2680674136185e-06,104.664419674553,0,NA,NA
"3.12","all","4 yr.","mnwk","no","1","Male","LPM","curr_pts_grp10-150",0.000199767518425631,1.78685042017559e-06,111.798680051798,0,NA,NA
"3.13","all","4 yr.","mnwk","no","1","Male","LPM","month02",8.59110223562551e-06,4.34967892847229e-07,19.751118132857,7.84618851704468e-87,NA,NA
"3.14","all","4 yr.","mnwk","no","1","Male","LPM","month03",9.50875656511657e-06,4.25913566698184e-07,22.3255545458001,2.08685756424435e-110,NA,NA
"3.15","all","4 yr.","mnwk","no","1","Male","LPM","month04",6.68389935593551e-06,4.23532666190056e-07,15.7813077703342,4.18429149379065e-56,NA,NA
"3.16","all","4 yr.","mnwk","no","1","Male","LPM","month05",9.98716927823989e-06,4.28572793896597e-07,23.3033207438023,4.10262040692054e-120,NA,NA
"3.17","all","4 yr.","mnwk","no","1","Male","LPM","month06",7.9679140454238e-06,4.26605431240005e-07,18.6774791456912,7.55019375090203e-78,NA,NA
"3.18","all","4 yr.","mnwk","no","1","Male","LPM","month07",5.0584768653786e-06,4.15236290400542e-07,12.1821646670119,3.86875789135708e-34,NA,NA
"3.19","all","4 yr.","mnwk","no","1","Male","LPM","month08",1.61613822450445e-06,4.05268730782953e-07,3.98781870336302,6.66835913260171e-05,NA,NA
"3.20","all","4 yr.","mnwk","no","1","Male","LPM","month09",1.70080354070844e-05,4.49768218839456e-07,37.8151116389915,6.41537647640951e-313,NA,NA
"3.21","all","4 yr.","mnwk","no","1","Male","LPM","month10",9.83914399965006e-06,4.27718500011433e-07,23.003784029419,4.27206896940221e-117,NA,NA
"3.22","all","4 yr.","mnwk","no","1","Male","LPM","month11",7.19728298081411e-06,4.2377226133044e-07,16.983846366485,1.08159834739219e-64,NA,NA
"3.23","all","4 yr.","mnwk","no","1","Male","LPM","month12",-1.53146955870863e-05,3.56566967598047e-07,-42.9504047731936,0,NA,NA
"3.24","all","4 yr.","mnwk","no","1","Male","LPM","weekdayMonday",1.72364632146368e-05,3.0676395346485e-07,56.1880332416952,0,NA,NA
"3.25","all","4 yr.","mnwk","no","1","Male","LPM","weekdayTuesday",2.27020852666182e-05,3.18230617711367e-07,71.3384696604174,0,NA,NA
"3.26","all","4 yr.","mnwk","no","1","Male","LPM","weekdayWednesday",2.352483686591e-05,3.19822525697148e-07,73.5559098429064,0,NA,NA
"3.27","all","4 yr.","mnwk","no","1","Male","LPM","weekdayThursday",2.11934345304661e-05,3.15635747693088e-07,67.1452289082091,0,NA,NA
"3.28","all","4 yr.","mnwk","no","1","Male","LPM","weekdayFriday",1.57017476479098e-05,3.04121644823707e-07,51.6298261408254,0,NA,NA
"3.29","all","4 yr.","mnwk","no","1","Male","LPM","weekdaySaturday",2.60424174763519e-06,2.73755371162631e-07,9.51302521143258,1.85196923192634e-21,NA,NA
"4","all","4 yr.","mnwk","with","1","Male","LPM","(Intercept)",-1.89871636710321e-05,1.07462630730045e-06,-17.6686198188554,7.31654633188904e-70,NA,NA
"4.1","all","4 yr.","mnwk","with","1","Male","LPM","policyTRUE",2.63450112789309e-06,1.64035212757837e-06,1.60605828687672,0.108261103925597,NA,NA
"4.2","all","4 yr.","mnwk","with","1","Male","LPM","age_grp16-19",4.80276322385111e-05,1.48879617588956e-06,32.2593737250934,2.59944210020978e-228,NA,NA
"4.3","all","4 yr.","mnwk","with","1","Male","LPM","age_grp20-24",2.6748673040144e-05,1.16609011437422e-06,22.9387700919656,1.90748529960984e-116,NA,NA
"4.4","all","4 yr.","mnwk","with","1","Male","LPM","age_grp25-34",2.50766385795979e-05,1.07052313409885e-06,23.4246582636507,2.39673698972635e-121,NA,NA
"4.5","all","4 yr.","mnwk","with","1","Male","LPM","age_grp35-44",2.49818419906054e-05,1.06050321508444e-06,23.5565924131746,1.07452818050327e-122,NA,NA
"4.6","all","4 yr.","mnwk","with","1","Male","LPM","age_grp45-54",2.25068231634772e-05,1.05377097060864e-06,21.3583632413765,3.26039724327833e-101,NA,NA
"4.7","all","4 yr.","mnwk","with","1","Male","LPM","age_grp55-64",1.81246955086224e-05,1.05664816722949e-06,17.1530089870359,5.96808592186232e-66,NA,NA
"4.8","all","4 yr.","mnwk","with","1","Male","LPM","age_grp65-199",8.82797157607489e-06,1.04616321261283e-06,8.43842669063724,3.2163766819574e-17,NA,NA
"4.9","all","4 yr.","mnwk","with","1","Male","LPM","curr_pts_grp1-3",5.00819577263364e-05,3.21591086294662e-07,155.731796870912,0,NA,NA
"4.10","all","4 yr.","mnwk","with","1","Male","LPM","curr_pts_grp4-6",9.05462440010695e-05,6.79045599471604e-07,133.343392655114,0,NA,NA
"4.11","all","4 yr.","mnwk","with","1","Male","LPM","curr_pts_grp7-9",0.000132721769586326,1.2680556812675e-06,104.665569144142,0,NA,NA
"4.12","all","4 yr.","mnwk","with","1","Male","LPM","curr_pts_grp10-150",0.000199876318999808,1.78716241777658e-06,111.840041515911,0,NA,NA
"4.13","all","4 yr.","mnwk","with","1","Male","LPM","month02",8.59145605458993e-06,4.34967647743988e-07,19.7519426999929,7.71911621305996e-87,NA,NA
"4.14","all","4 yr.","mnwk","with","1","Male","LPM","month03",9.5092423989369e-06,4.25913549587002e-07,22.3266961291975,2.03423802940064e-110,NA,NA
"4.15","all","4 yr.","mnwk","with","1","Male","LPM","month04",6.68164066639756e-06,4.23533166341265e-07,15.7759561644667,4.55449612750848e-56,NA,NA
"4.16","all","4 yr.","mnwk","with","1","Male","LPM","month05",9.98493581030149e-06,4.28573360571806e-07,23.2980785296116,4.63667399955016e-120,NA,NA
"4.17","all","4 yr.","mnwk","with","1","Male","LPM","month06",7.96576348352214e-06,4.26606122333015e-07,18.6724077937727,8.30244834972983e-78,NA,NA
"4.18","all","4 yr.","mnwk","with","1","Male","LPM","month07",5.05659663547386e-06,4.1523713375833e-07,12.1776118376177,4.09086062763117e-34,NA,NA
"4.19","all","4 yr.","mnwk","with","1","Male","LPM","month08",1.6145565826878e-06,4.05268944193127e-07,3.98391390660912,6.77894410586003e-05,NA,NA
"4.20","all","4 yr.","mnwk","with","1","Male","LPM","month09",1.70067928331552e-05,4.49768629055191e-07,37.8123144535016,7.13165620309753e-313,NA,NA
"4.21","all","4 yr.","mnwk","with","1","Male","LPM","month10",9.83820030796807e-06,4.27718923047164e-07,23.0015549414521,4.49726645365713e-117,NA,NA
"4.22","all","4 yr.","mnwk","with","1","Male","LPM","month11",7.19666517334201e-06,4.23772586683993e-07,16.9823754520218,1.1090531358193e-64,NA,NA
"4.23","all","4 yr.","mnwk","with","1","Male","LPM","month12",-1.53150095033874e-05,3.56567202785815e-07,-42.951256828259,0,NA,NA
"4.24","all","4 yr.","mnwk","with","1","Male","LPM","weekdayMonday",1.72364641449041e-05,3.0676394694158e-07,56.1880374690398,0,NA,NA
"4.25","all","4 yr.","mnwk","with","1","Male","LPM","weekdayTuesday",2.27020695848171e-05,3.18230618106775e-07,71.3384202936751,0,NA,NA
"4.26","all","4 yr.","mnwk","with","1","Male","LPM","weekdayWednesday",2.35248393320334e-05,3.19822520503247e-07,73.5559187483627,0,NA,NA
"4.27","all","4 yr.","mnwk","with","1","Male","LPM","weekdayThursday",2.1193450343896e-05,3.15635718829329e-07,67.145285148655,0,NA,NA
"4.28","all","4 yr.","mnwk","with","1","Male","LPM","weekdayFriday",1.57017656995489e-05,3.0412161876261e-07,51.6298899217859,0,NA,NA
"4.29","all","4 yr.","mnwk","with","1","Male","LPM","weekdaySaturday",2.6042272961738e-06,2.73755361755779e-07,9.512972748629,1.85290374498807e-21,NA,NA
"4.30","all","4 yr.","mnwk","with","1","Male","LPM","policyTRUE:age_grp16-19",-2.18550865138854e-07,2.22931810453285e-06,-0.0980348496226164,0.921904620648081,NA,NA
"4.31","all","4 yr.","mnwk","with","1","Male","LPM","policyTRUE:age_grp20-24",-4.04844893262735e-06,1.82704978048846e-06,-2.21583942367733,0.0267025014446778,NA,NA
"4.32","all","4 yr.","mnwk","with","1","Male","LPM","policyTRUE:age_grp25-34",-7.47176350945352e-07,1.70428604105242e-06,-0.438410180537512,0.661088967850097,NA,NA
"4.33","all","4 yr.","mnwk","with","1","Male","LPM","policyTRUE:age_grp35-44",1.81865831234324e-06,1.6935255587278e-06,1.07388890765218,0.282872475480793,NA,NA
"4.34","all","4 yr.","mnwk","with","1","Male","LPM","policyTRUE:age_grp45-54",2.73603682319325e-06,1.68280091255252e-06,1.62588265954952,0.10397461968927,NA,NA
"4.35","all","4 yr.","mnwk","with","1","Male","LPM","policyTRUE:age_grp55-64",2.44628928859376e-06,1.68573866405929e-06,1.45116757463642,0.146733203620868,NA,NA
"4.36","all","4 yr.","mnwk","with","1","Male","LPM","policyTRUE:age_grp65-199",2.42536296567313e-06,1.67247642903592e-06,1.45016271892765,0.147013148646417,NA,NA
"5","all","4 yr.","mnwk","no","2","Male","LPM","(Intercept)",-9.65067611183737e-05,1.57209786966608e-06,-61.3872475629474,0,NA,NA
"5.1","all","4 yr.","mnwk","no","2","Male","LPM","policyTRUE",-4.3154198842294e-06,3.94194991033457e-07,-10.9474244533542,6.83639052401452e-28,NA,NA
"5.2","all","4 yr.","mnwk","no","2","Male","LPM","age_grp16-19",0.000189395009837119,2.04313417209724e-06,92.6982732821254,0,NA,NA
"5.3","all","4 yr.","mnwk","no","2","Male","LPM","age_grp20-24",0.000176527313817203,1.6459570093468e-06,107.24904284545,0,NA,NA
"5.4","all","4 yr.","mnwk","no","2","Male","LPM","age_grp25-34",0.000156375271699939,1.46029099855317e-06,107.085006930039,0,NA,NA
"5.5","all","4 yr.","mnwk","no","2","Male","LPM","age_grp35-44",0.000148675714263251,1.4422806826015e-06,103.083758977537,0,NA,NA
"5.6","all","4 yr.","mnwk","no","2","Male","LPM","age_grp45-54",0.000138744879381308,1.4289935506951e-06,97.0927260755083,0,NA,NA
"5.7","all","4 yr.","mnwk","no","2","Male","LPM","age_grp55-64",0.000115307743495712,1.43464615538438e-06,80.3736468835533,0,NA,NA
"5.8","all","4 yr.","mnwk","no","2","Male","LPM","age_grp65-199",7.03705386856215e-05,1.41778244160732e-06,49.6342292163271,0,NA,NA
"5.9","all","4 yr.","mnwk","no","2","Male","LPM","curr_pts_grp1-3",0.000249353938995517,7.20708646717983e-07,345.984386521576,0,NA,NA
"5.10","all","4 yr.","mnwk","no","2","Male","LPM","curr_pts_grp4-6",0.000458106175828566,1.52793431153658e-06,299.820595931161,0,NA,NA
"5.11","all","4 yr.","mnwk","no","2","Male","LPM","curr_pts_grp7-9",0.00060590297964705,2.737187607676e-06,221.359682452124,0,NA,NA
"5.12","all","4 yr.","mnwk","no","2","Male","LPM","curr_pts_grp10-150",0.000718784362806954,3.4770844523028e-06,206.720421280225,0,NA,NA
"5.13","all","4 yr.","mnwk","no","2","Male","LPM","month02",4.43831730436826e-05,9.70665096095855e-07,45.7244967622691,0,NA,NA
"5.14","all","4 yr.","mnwk","no","2","Male","LPM","month03",5.59009857203117e-05,9.58042369490951e-07,58.3491790138826,0,NA,NA
"5.15","all","4 yr.","mnwk","no","2","Male","LPM","month04",4.22450600334214e-05,9.54579290652882e-07,44.2551608306189,0,NA,NA
"5.16","all","4 yr.","mnwk","no","2","Male","LPM","month05",4.70258180881451e-05,9.51607158266575e-07,49.4172597165055,0,NA,NA
"5.17","all","4 yr.","mnwk","no","2","Male","LPM","month06",2.96104956620344e-05,9.38183884263229e-07,31.5615053282311,1.24677054953482e-218,NA,NA
"5.18","all","4 yr.","mnwk","no","2","Male","LPM","month07",2.01724965036421e-05,9.18806512691647e-07,21.9551083117017,7.73975692244094e-107,NA,NA
"5.19","all","4 yr.","mnwk","no","2","Male","LPM","month08",-1.45146869877028e-06,8.91056436089155e-07,-1.62893015524446,0.103327805589608,NA,NA
"5.20","all","4 yr.","mnwk","no","2","Male","LPM","month09",6.330824336121e-05,9.77128698018625e-07,64.7900767724696,0,NA,NA
"5.21","all","4 yr.","mnwk","no","2","Male","LPM","month10",5.35336136602855e-05,9.57729968469579e-07,55.8963543198198,0,NA,NA
"5.22","all","4 yr.","mnwk","no","2","Male","LPM","month11",4.96155195614771e-05,9.60324707841595e-07,51.6653577236306,0,NA,NA
"5.23","all","4 yr.","mnwk","no","2","Male","LPM","month12",-8.23750662291628e-05,7.8487949365089e-07,-104.952501492927,0,NA,NA
"5.24","all","4 yr.","mnwk","no","2","Male","LPM","weekdayMonday",7.55577715319856e-05,6.85909617417607e-07,110.157037623199,0,NA,NA
"5.25","all","4 yr.","mnwk","no","2","Male","LPM","weekdayTuesday",9.5217051741597e-05,7.0429951635925e-07,135.193975758786,0,NA,NA
"5.26","all","4 yr.","mnwk","no","2","Male","LPM","weekdayWednesday",0.000105569686522452,7.13702086800768e-07,147.91842209076,0,NA,NA
"5.27","all","4 yr.","mnwk","no","2","Male","LPM","weekdayThursday",9.43642233890558e-05,7.04805790177341e-07,133.88684472259,0,NA,NA
"5.28","all","4 yr.","mnwk","no","2","Male","LPM","weekdayFriday",7.46095998647601e-05,6.86328297478244e-07,108.708325358135,0,NA,NA
"5.29","all","4 yr.","mnwk","no","2","Male","LPM","weekdaySaturday",1.2659442394652e-05,6.22821268245757e-07,20.3259635469878,7.57871103949891e-92,NA,NA
"6","all","4 yr.","mnwk","with","2","Male","LPM","(Intercept)",-9.83886203271088e-05,1.97126442811897e-06,-49.9114268606742,0,NA,NA
"6.1","all","4 yr.","mnwk","with","2","Male","LPM","policyTRUE",-4.50879441171537e-07,2.74754294336857e-06,-0.164102782182085,0.8696502316485,NA,NA
"6.2","all","4 yr.","mnwk","with","2","Male","LPM","age_grp16-19",0.000189547148897824,2.84483181510492e-06,66.6285957192281,0,NA,NA
"6.3","all","4 yr.","mnwk","with","2","Male","LPM","age_grp20-24",0.000179214101946616,2.23518700227466e-06,80.1785719782003,0,NA,NA
"6.4","all","4 yr.","mnwk","with","2","Male","LPM","age_grp25-34",0.000161447379989037,1.96543842118265e-06,82.143189147534,0,NA,NA
"6.5","all","4 yr.","mnwk","with","2","Male","LPM","age_grp35-44",0.000151302214797882,1.93350454421881e-06,78.2528364105877,0,NA,NA
"6.6","all","4 yr.","mnwk","with","2","Male","LPM","age_grp45-54",0.000139891273220841,1.91561140498248e-06,73.0269577937287,0,NA,NA
"6.7","all","4 yr.","mnwk","with","2","Male","LPM","age_grp55-64",0.000116148582137021,1.92477315501402e-06,60.3440368203673,0,NA,NA
"6.8","all","4 yr.","mnwk","with","2","Male","LPM","age_grp65-199",6.93750821877095e-05,1.89775782623193e-06,36.5563409771078,1.41411689470252e-292,NA,NA
"6.9","all","4 yr.","mnwk","with","2","Male","LPM","curr_pts_grp1-3",0.00024934375225313,7.2070640918879e-07,345.971326290528,0,NA,NA
"6.10","all","4 yr.","mnwk","with","2","Male","LPM","curr_pts_grp4-6",0.000458127633932025,1.52793889268351e-06,299.833740816308,0,NA,NA
"6.11","all","4 yr.","mnwk","with","2","Male","LPM","curr_pts_grp7-9",0.000605945227202045,2.7371988137593e-06,221.374210801236,0,NA,NA
"6.12","all","4 yr.","mnwk","with","2","Male","LPM","curr_pts_grp10-150",0.000718939626538885,3.4776395216739e-06,206.73207273445,0,NA,NA
"6.13","all","4 yr.","mnwk","with","2","Male","LPM","month02",4.4384090795189e-05,9.70664981387526e-07,45.7254476531581,0,NA,NA
"6.14","all","4 yr.","mnwk","with","2","Male","LPM","month03",5.59020720703214e-05,9.58042654426027e-07,58.3502955865915,0,NA,NA
"6.15","all","4 yr.","mnwk","with","2","Male","LPM","month04",4.22426947272977e-05,9.54583009073611e-07,44.2525105996729,0,NA,NA
