"","past_pts","window","seasonality","age_int","pts_target","sex","reg_type","Variable","Estimate","Std_Error","z_stat","p_value","AME","MER"
"1.34","all","Monthly 4 yr.","mnwk","no","all","Male","LPM","month11",9.16550940713529e-05,1.80468348014211e-06,50.7873513997786,0,NA,NA
"1.35","all","Monthly 4 yr.","mnwk","no","all","Male","LPM","month12",-0.000215167765645773,1.51459947350792e-06,-142.062485435459,0,NA,NA
"1.36","all","Monthly 4 yr.","mnwk","no","all","Male","LPM","weekdayMonday",0.000157799438180417,1.09361097275914e-06,144.292113110657,0,NA,NA
"1.37","all","Monthly 4 yr.","mnwk","no","all","Male","LPM","weekdayTuesday",0.000208738725725081,1.12369468486554e-06,185.761068853021,0,NA,NA
"1.38","all","Monthly 4 yr.","mnwk","no","all","Male","LPM","weekdayWednesday",0.000238445585654699,1.14082042150971e-06,209.012374918,0,NA,NA
"1.39","all","Monthly 4 yr.","mnwk","no","all","Male","LPM","weekdayThursday",0.000211719148944236,1.12746448933515e-06,187.78342994118,0,NA,NA
"1.40","all","Monthly 4 yr.","mnwk","no","all","Male","LPM","weekdayFriday",0.000171799381971881,1.10408765199407e-06,155.6030281306,0,NA,NA
"1.41","all","Monthly 4 yr.","mnwk","no","all","Male","LPM","weekdaySaturday",3.63798607514175e-05,1.01821190550885e-06,35.7291645821373,1.39399830890693e-279,NA,NA
"2","all","Monthly 4 yr.","mnwk","with","all","Male","LPM","(Intercept)",-7.1174028268311e-05,5.27459726095747e-06,-13.493737009106,1.7024791629367e-41,NA,NA
"2.1","all","Monthly 4 yr.","mnwk","with","all","Male","LPM","policyTRUE",7.00506679915111e-06,7.35398410583432e-06,0.95255397595891,0.340816105667097,NA,NA
"2.2","all","Monthly 4 yr.","mnwk","with","all","Male","LPM","policy_monthpolicy01",8.70650292625558e-05,2.76072509687402e-06,31.5370151708114,2.70196031712644e-218,NA,NA
"2.3","all","Monthly 4 yr.","mnwk","with","all","Male","LPM","policy_monthpolicy02",6.65983788820846e-05,2.72627560187052e-06,24.4283368990247,8.55249654745099e-132,NA,NA
"2.4","all","Monthly 4 yr.","mnwk","with","all","Male","LPM","policy_monthpolicy03",2.24518880917974e-05,2.6834588872034e-06,8.36677178057903,5.92182492459964e-17,NA,NA
"2.5","all","Monthly 4 yr.","mnwk","with","all","Male","LPM","policy_monthpolicy04",-5.02460773501848e-05,2.53427299338428e-06,-19.8266238409801,1.75428074661307e-87,NA,NA
"2.6","all","Monthly 4 yr.","mnwk","with","all","Male","LPM","policy_monthpolicy05",-4.54881082727358e-05,2.37883038720114e-06,-19.1220477582077,1.65482267647455e-81,NA,NA
"2.7","all","Monthly 4 yr.","mnwk","with","all","Male","LPM","policy_monthpolicy06",-6.9372066040061e-05,2.70778906968076e-06,-25.6194497632121,9.2636178896145e-145,NA,NA
"2.8","all","Monthly 4 yr.","mnwk","with","all","Male","LPM","policy_monthpolicy07",-4.42346585505871e-05,2.64756153528439e-06,-16.7076979934427,1.15197929600458e-62,NA,NA
"2.9","all","Monthly 4 yr.","mnwk","with","all","Male","LPM","policy_monthpolicy08",-7.2990782703927e-05,2.5838981958441e-06,-28.2483198530516,1.49265932486419e-175,NA,NA
"2.10","all","Monthly 4 yr.","mnwk","with","all","Male","LPM","policy_monthpolicy09",-6.67989503835666e-05,1.73742646793272e-06,-38.4470661731356,1.97626258336499e-323,NA,NA
"2.11","all","Monthly 4 yr.","mnwk","with","all","Male","LPM","policy_monthpolicy10",-0.000153082393459643,2.16658151076859e-06,-70.65618934657,0,NA,NA
"2.12","all","Monthly 4 yr.","mnwk","with","all","Male","LPM","policy_monthpolicy11",-7.26290113074557e-05,2.608694301284e-06,-27.8411354184765,1.37918314068874e-170,NA,NA
