"","past_pts","window","seasonality","age_int","pts_target","sex","reg_type","Variable","Estimate","Std_Error","z_stat","p_value"
"10.8","all","Placebo","excluded","with","all","Male","Logit","age_grp65-199",0.128637050787835,0.0383099695689837,3.35779569222059,0.000785666609820848
"10.9","all","Placebo","excluded","with","all","Male","Logit","curr_pts_grp1-3",1.07598539147621,0.00206606785307463,520.788990484981,0
"10.10","all","Placebo","excluded","with","all","Male","Logit","curr_pts_grp4-6",1.52114909736338,0.00262159541238262,580.237930757171,0
"10.11","all","Placebo","excluded","with","all","Male","Logit","curr_pts_grp7-9",1.75392060073945,0.00348127708763604,503.815282893912,0
"10.12","all","Placebo","excluded","with","all","Male","Logit","curr_pts_grp10-150",2.04014623473911,0.00368374576963955,553.823841903925,0
"10.13","all","Placebo","excluded","with","all","Male","Logit","policyTRUE:age_grp16-19",-0.0105724179644786,0.054537300857133,-0.193856641203685,0.84628813488637
"10.14","all","Placebo","excluded","with","all","Male","Logit","policyTRUE:age_grp20-24",0.0202302890581973,0.0542453829322588,0.37294029398706,0.709192881651454
"10.15","all","Placebo","excluded","with","all","Male","Logit","policyTRUE:age_grp25-34",0.0454982144227012,0.0541606993672185,0.840059581103556,0.400874980969619
"10.16","all","Placebo","excluded","with","all","Male","Logit","policyTRUE:age_grp35-44",0.0493496130843623,0.0541673738348089,0.911057885783072,0.362264874679842
"10.17","all","Placebo","excluded","with","all","Male","Logit","policyTRUE:age_grp45-54",0.0695783760804279,0.0541811782381766,1.2841798267023,0.199079042043098
"10.18","all","Placebo","excluded","with","all","Male","Logit","policyTRUE:age_grp55-64",0.0876459835337204,0.0542738930979322,1.61488293046477,0.106336049435932
"10.19","all","Placebo","excluded","with","all","Male","Logit","policyTRUE:age_grp65-199",0.131414768813177,0.0544939298772184,2.41154875615084,0.0158849278219645
"11","all","Placebo","excluded","no","all","Female","Logit","(Intercept)",-9.9650998656138,0.0928356283844409,-107.341330467947,0
"11.1","all","Placebo","excluded","no","all","Female","Logit","policyTRUE",-0.00618814467444807,0.0026869968094819,-2.30299665880186,0.0212790310846302
"11.2","all","Placebo","excluded","no","all","Female","Logit","age_grp16-19",1.76826486323657,0.0930957439934282,18.9940462086151,1.91026496330897e-80
"11.3","all","Placebo","excluded","no","all","Female","Logit","age_grp20-24",1.76032503219356,0.0929168394509785,18.9451669104853,4.8405366988384e-80
"11.4","all","Placebo","excluded","no","all","Female","Logit","age_grp25-34",1.62474940705678,0.0928700851023234,17.4948629073252,1.56789295436325e-68
"11.5","all","Placebo","excluded","no","all","Female","Logit","age_grp35-44",1.55542192211548,0.0928668287982305,16.748950537494,5.76340449730533e-63
"11.6","all","Placebo","excluded","no","all","Female","Logit","age_grp45-54",1.36798068134028,0.0928733558851497,14.7295278425383,4.16606344421559e-49
"11.7","all","Placebo","excluded","no","all","Female","Logit","age_grp55-64",1.10835429621053,0.092916901079267,11.9284466371194,8.41286854652063e-33
"11.8","all","Placebo","excluded","no","all","Female","Logit","age_grp65-199",0.68563877727996,0.0930404681343002,7.36925330481214,1.7158636426055e-13
"11.9","all","Placebo","excluded","no","all","Female","Logit","curr_pts_grp1-3",1.14447123086445,0.00324229048940349,352.982323639673,0
"11.10","all","Placebo","excluded","no","all","Female","Logit","curr_pts_grp4-6",1.66336189193506,0.0049835898804841,333.767812325175,0
"11.11","all","Placebo","excluded","no","all","Female","Logit","curr_pts_grp7-9",1.93132341985219,0.00811259647350216,238.064770774732,0
"11.12","all","Placebo","excluded","no","all","Female","Logit","curr_pts_grp10-150",2.24039609336679,0.0113887049940328,196.720882184645,0
"12","all","Placebo","excluded","with","all","Female","Logit","(Intercept)",-10.0617015323558,0.141358854181714,-71.1784315924183,0
"12.1","all","Placebo","excluded","with","all","Female","Logit","policyTRUE",0.170350239197306,0.187428585607786,0.90888078061786,0.363413059879005
"12.2","all","Placebo","excluded","with","all","Female","Logit","age_grp16-19",1.87473392263247,0.141731882214466,13.2273267901407,6.10192559743631e-40
"12.3","all","Placebo","excluded","with","all","Female","Logit","age_grp20-24",1.85338161849258,0.141479191385959,13.1000297664729,3.29128555889104e-39
"12.4","all","Placebo","excluded","with","all","Female","Logit","age_grp25-34",1.72615701855319,0.141416530396679,12.2061898542641,2.88066304297995e-34
"12.5","all","Placebo","excluded","with","all","Female","Logit","age_grp35-44",1.66287370178944,0.141411413157736,11.7591194703259,6.33919408703231e-32
"12.6","all","Placebo","excluded","with","all","Female","Logit","age_grp45-54",1.46067830033256,0.141423298918155,10.3284134333331,5.24204270328501e-25
"12.7","all","Placebo","excluded","with","all","Female","Logit","age_grp55-64",1.19136463645697,0.141485404485755,8.4204066192348,3.75179859736313e-17
"12.8","all","Placebo","excluded","with","all","Female","Logit","age_grp65-199",0.743657284447747,0.14166638111124,5.24935611832851,1.52631759254602e-07
"12.9","all","Placebo","excluded","with","all","Female","Logit","curr_pts_grp1-3",1.14449270958393,0.00324220219402677,352.99856119167,0
"12.10","all","Placebo","excluded","with","all","Female","Logit","curr_pts_grp4-6",1.66359757590805,0.00498360138908638,333.814333455957,0
"12.11","all","Placebo","excluded","with","all","Female","Logit","curr_pts_grp7-9",1.9317003750468,0.00811281884069323,238.104709716621,0
"12.12","all","Placebo","excluded","with","all","Female","Logit","curr_pts_grp10-150",2.24091755093528,0.0113894247035108,196.754235553663,0
"12.13","all","Placebo","excluded","with","all","Female","Logit","policyTRUE:age_grp16-19",-0.195233274362775,0.18795804764026,-1.03870665190372,0.298941186570873
"12.14","all","Placebo","excluded","with","all","Female","Logit","policyTRUE:age_grp20-24",-0.169811903031502,0.187599014931295,-0.905185472821874,0.36536713666877
"12.15","all","Placebo","excluded","with","all","Female","Logit","policyTRUE:age_grp25-34",-0.185944352937213,0.187509576652384,-0.991652566534921,0.321367037147919
"12.16","all","Placebo","excluded","with","all","Female","Logit","policyTRUE:age_grp35-44",-0.198018716524089,0.187504153726194,-1.0560764259828,0.290933299636158
"12.17","all","Placebo","excluded","with","all","Female","Logit","policyTRUE:age_grp45-54",-0.16907891080414,0.187520628808526,-0.901654990591909,0.367240169524405
