,past_pts,window,seasonality,age_int,pts_target,sex,reg_type,Variable,Estimate,Std_Error,z_stat,p_value
29.13,all,4 yr.,mnwk,no,7,Male,LPM,month02,5.37E-08,8.28E-08,0.649011862,0.516330709
29.14,all,4 yr.,mnwk,no,7,Male,LPM,month03,4.15E-07,8.55E-08,4.854667294,1.21E-06
29.15,all,4 yr.,mnwk,no,7,Male,LPM,month04,8.59E-07,9.20E-08,9.337158226,9.90E-21
29.16,all,4 yr.,mnwk,no,7,Male,LPM,month05,1.03E-06,9.32E-08,11.10456233,1.19E-28
29.17,all,4 yr.,mnwk,no,7,Male,LPM,month06,1.45E-06,9.91E-08,14.61672705,2.20E-48
29.18,all,4 yr.,mnwk,no,7,Male,LPM,month07,1.27E-06,9.58E-08,13.24092506,5.09E-40
29.19,all,4 yr.,mnwk,no,7,Male,LPM,month08,1.18E-06,9.49E-08,12.42700815,1.86E-35
29.2,all,4 yr.,mnwk,no,7,Male,LPM,month09,1.67E-06,1.02E-07,16.41031122,1.61E-60
29.21,all,4 yr.,mnwk,no,7,Male,LPM,month10,1.16E-06,9.44E-08,12.27224898,1.28E-34
29.22,all,4 yr.,mnwk,no,7,Male,LPM,month11,8.11E-07,9.14E-08,8.872008087,7.18E-19
29.23,all,4 yr.,mnwk,no,7,Male,LPM,month12,-5.48E-07,7.21E-08,-7.591033987,3.17E-14
29.24,all,4 yr.,mnwk,no,7,Male,LPM,weekdayMonday,-9.23E-07,7.91E-08,-11.67328527,1.75E-31
29.25,all,4 yr.,mnwk,no,7,Male,LPM,weekdayTuesday,-8.55E-07,7.96E-08,-10.7504909,5.89E-27
29.26,all,4 yr.,mnwk,no,7,Male,LPM,weekdayWednesday,-1.07E-06,7.78E-08,-13.69372776,1.11E-42
29.27,all,4 yr.,mnwk,no,7,Male,LPM,weekdayThursday,-1.01E-06,7.84E-08,-12.82471053,1.19E-37
29.28,all,4 yr.,mnwk,no,7,Male,LPM,weekdayFriday,-5.14E-07,8.25E-08,-6.227465848,4.74E-10
29.29,all,4 yr.,mnwk,no,7,Male,LPM,weekdaySaturday,8.98E-09,8.64E-08,0.103932093,0.917223239
30,all,4 yr.,mnwk,with,7,Male,LPM,(Intercept),-3.56E-07,1.59E-07,-2.234260652,0.025465928
30.1,all,4 yr.,mnwk,with,7,Male,LPM,policyTRUE,-1.92E-07,1.38E-07,-1.388437741,0.165003791
30.2,all,4 yr.,mnwk,with,7,Male,LPM,age_grp16-19,1.60E-05,5.32E-07,30.04672377,2.41E-198
30.3,all,4 yr.,mnwk,with,7,Male,LPM,age_grp20-24,1.07E-05,2.92E-07,36.80560041,1.50E-296
30.4,all,4 yr.,mnwk,with,7,Male,LPM,age_grp25-34,4.06E-06,1.72E-07,23.57541322,6.89E-123
30.5,all,4 yr.,mnwk,with,7,Male,LPM,age_grp35-44,9.85E-07,1.49E-07,6.590469811,4.38E-11
30.6,all,4 yr.,mnwk,with,7,Male,LPM,age_grp45-54,2.22E-07,1.43E-07,1.552740329,0.120485184
30.7,all,4 yr.,mnwk,with,7,Male,LPM,age_grp55-64,-6.66E-08,1.41E-07,-0.473294983,0.636002741
30.8,all,4 yr.,mnwk,with,7,Male,LPM,age_grp65-199,-1.87E-08,1.39E-07,-0.134084851,0.893335478
30.9,all,4 yr.,mnwk,with,7,Male,LPM,curr_pts_grp1-3,2.11E-06,6.77E-08,31.22429164,4.99E-214
30.1,all,4 yr.,mnwk,with,7,Male,LPM,curr_pts_grp4-6,5.46E-06,1.66E-07,32.81200154,3.97E-236
30.11,all,4 yr.,mnwk,with,7,Male,LPM,curr_pts_grp7-9,1.01E-05,3.49E-07,28.98334229,1.07E-184
30.12,all,4 yr.,mnwk,with,7,Male,LPM,curr_pts_grp10-150,2.69E-05,6.39E-07,42.08287433,0
30.13,all,4 yr.,mnwk,with,7,Male,LPM,month02,5.39E-08,8.28E-08,0.650996831,0.515048532
30.14,all,4 yr.,mnwk,with,7,Male,LPM,month03,4.15E-07,8.55E-08,4.856601314,1.19E-06
30.15,all,4 yr.,mnwk,with,7,Male,LPM,month04,8.58E-07,9.20E-08,9.321944671,1.14E-20
30.16,all,4 yr.,mnwk,with,7,Male,LPM,month05,1.03E-06,9.32E-08,11.09022366,1.40E-28
30.17,all,4 yr.,mnwk,with,7,Male,LPM,month06,1.45E-06,9.91E-08,14.60405252,2.65E-48
30.18,all,4 yr.,mnwk,with,7,Male,LPM,month07,1.27E-06,9.58E-08,13.22982584,5.90E-40
30.19,all,4 yr.,mnwk,with,7,Male,LPM,month08,1.18E-06,9.49E-08,12.4176861,2.10E-35
30.2,all,4 yr.,mnwk,with,7,Male,LPM,month09,1.67E-06,1.02E-07,16.40369616,1.80E-60
30.21,all,4 yr.,mnwk,with,7,Male,LPM,month10,1.16E-06,9.44E-08,12.2669049,1.36E-34
30.22,all,4 yr.,mnwk,with,7,Male,LPM,month11,8.11E-07,9.14E-08,8.868423944,7.42E-19
30.23,all,4 yr.,mnwk,with,7,Male,LPM,month12,-5.48E-07,7.21E-08,-7.593237597,3.12E-14
30.24,all,4 yr.,mnwk,with,7,Male,LPM,weekdayMonday,-9.23E-07,7.91E-08,-11.67325512,1.75E-31
30.25,all,4 yr.,mnwk,with,7,Male,LPM,weekdayTuesday,-8.55E-07,7.96E-08,-10.75058553,5.89E-27
30.26,all,4 yr.,mnwk,with,7,Male,LPM,weekdayWednesday,-1.07E-06,7.78E-08,-13.69368536,1.11E-42
30.27,all,4 yr.,mnwk,with,7,Male,LPM,weekdayThursday,-1.01E-06,7.84E-08,-12.82452792,1.20E-37
30.28,all,4 yr.,mnwk,with,7,Male,LPM,weekdayFriday,-5.14E-07,8.25E-08,-6.227270955,4.75E-10
30.29,all,4 yr.,mnwk,with,7,Male,LPM,weekdaySaturday,8.97E-09,8.64E-08,0.10383184,0.917302799
30.3,all,4 yr.,mnwk,with,7,Male,LPM,policyTRUE:age_grp16-19,-7.65E-06,6.50E-07,-11.77811615,5.06E-32
30.31,all,4 yr.,mnwk,with,7,Male,LPM,policyTRUE:age_grp20-24,-5.83E-06,3.59E-07,-16.26347218,1.79E-59
30.32,all,4 yr.,mnwk,with,7,Male,LPM,policyTRUE:age_grp25-34,-2.94E-06,1.90E-07,-15.49004711,4.05E-54
30.33,all,4 yr.,mnwk,with,7,Male,LPM,policyTRUE:age_grp35-44,-9.66E-07,1.56E-07,-6.19372583,5.88E-10
30.34,all,4 yr.,mnwk,with,7,Male,LPM,policyTRUE:age_grp45-54,-4.41E-07,1.46E-07,-3.029082468,0.002452977
30.35,all,4 yr.,mnwk,with,7,Male,LPM,policyTRUE:age_grp55-64,-1.16E-07,1.42E-07,-0.815524791,0.41477198
30.36,all,4 yr.,mnwk,with,7,Male,LPM,policyTRUE:age_grp65-199,-2.06E-08,1.40E-07,-0.147457212,0.882771151
31,all,4 yr.,mnwk,no,9+,Male,LPM,(Intercept),4.24E-06,5.89E-07,7.195652614,6.22E-13
31.1,all,4 yr.,mnwk,no,9+,Male,LPM,policyTRUE,-6.75E-07,4.47E-08,-15.10275364,1.55E-51
31.2,all,4 yr.,mnwk,no,9+,Male,LPM,age_grp16-19,6.98E-06,6.57E-07,10.62739275,2.22E-26
31.3,all,4 yr.,mnwk,no,9+,Male,LPM,age_grp20-24,1.47E-06,6.00E-07,2.455555418,0.014066706
31.4,all,4 yr.,mnwk,no,9+,Male,LPM,age_grp25-34,-2.44E-06,5.86E-07,-4.157850415,3.21E-05
31.5,all,4 yr.,mnwk,no,9+,Male,LPM,age_grp35-44,-3.48E-06,5.85E-07,-5.948902835,2.70E-09
31.6,all,4 yr.,mnwk,no,9+,Male,LPM,age_grp45-54,-3.75E-06,5.84E-07,-6.423658506,1.33E-10
31.7,all,4 yr.,mnwk,no,9+,Male,LPM,age_grp55-64,-3.92E-06,5.84E-07,-6.703123716,2.04E-11
31.8,all,4 yr.,mnwk,no,9+,Male,LPM,age_grp65-199,-3.27E-06,5.85E-07,-5.594983921,2.21E-08
31.9,all,4 yr.,mnwk,no,9+,Male,LPM,curr_pts_grp1-3,2.06E-06,7.37E-08,27.99355133,1.95E-172
31.1,all,4 yr.,mnwk,no,9+,Male,LPM,curr_pts_grp4-6,4.52E-06,1.61E-07,28.1124945,6.89E-174
31.11,all,4 yr.,mnwk,no,9+,Male,LPM,curr_pts_grp7-9,7.73E-06,3.18E-07,24.29558751,2.18E-130
31.12,all,4 yr.,mnwk,no,9+,Male,LPM,curr_pts_grp10-150,1.82E-05,5.41E-07,33.73927368,1.54E-249
31.13,all,4 yr.,mnwk,no,9+,Male,LPM,month02,2.08E-07,1.05E-07,1.980018927,0.047701402
31.14,all,4 yr.,mnwk,no,9+,Male,LPM,month03,-1.19E-08,1.00E-07,-0.118375388,0.905770226
31.15,all,4 yr.,mnwk,no,9+,Male,LPM,month04,4.34E-07,1.06E-07,4.094516925,4.23E-05
31.16,all,4 yr.,mnwk,no,9+,Male,LPM,month05,7.08E-07,1.08E-07,6.547456664,5.85E-11
31.17,all,4 yr.,mnwk,no,9+,Male,LPM,month06,5.80E-07,1.08E-07,5.383273797,7.31E-08
31.18,all,4 yr.,mnwk,no,9+,Male,LPM,month07,-1.11E-08,1.00E-07,-0.110621739,0.911916308
31.19,all,4 yr.,mnwk,no,9+,Male,LPM,month08,1.76E-07,1.02E-07,1.722262328,0.085022009
31.2,all,4 yr.,mnwk,no,9+,Male,LPM,month09,9.10E-07,1.11E-07,8.195021194,2.51E-16
31.21,all,4 yr.,mnwk,no,9+,Male,LPM,month10,5.97E-07,1.07E-07,5.593886805,2.22E-08
31.22,all,4 yr.,mnwk,no,9+,Male,LPM,month11,4.39E-07,1.06E-07,4.141784848,3.45E-05
31.23,all,4 yr.,mnwk,no,9+,Male,LPM,month12,1.23E-07,1.02E-07,1.211573165,0.225675812
31.24,all,4 yr.,mnwk,no,9+,Male,LPM,weekdayMonday,-3.12E-07,7.65E-08,-4.077743459,4.55E-05
31.25,all,4 yr.,mnwk,no,9+,Male,LPM,weekdayTuesday,1.95E-08,7.92E-08,0.246647201,0.805181272
31.26,all,4 yr.,mnwk,no,9+,Male,LPM,weekdayWednesday,1.47E-07,8.03E-08,1.827437044,0.067634084
31.27,all,4 yr.,mnwk,no,9+,Male,LPM,weekdayThursday,5.08E-07,8.33E-08,6.103153217,1.04E-09
31.28,all,4 yr.,mnwk,no,9+,Male,LPM,weekdayFriday,7.31E-07,8.51E-08,8.589556857,8.73E-18
31.29,all,4 yr.,mnwk,no,9+,Male,LPM,weekdaySaturday,5.64E-07,8.37E-08,6.741140072,1.57E-11
32,all,4 yr.,mnwk,with,9+,Male,LPM,(Intercept),4.78E-06,8.88E-07,5.387877965,7.13E-08
32.1,all,4 yr.,mnwk,with,9+,Male,LPM,policyTRUE,-1.79E-06,1.16E-06,-1.538557653,0.123912324
32.2,all,4 yr.,mnwk,with,9+,Male,LPM,age_grp16-19,7.75E-06,1.00E-06,7.750892201,9.12E-15
32.3,all,4 yr.,mnwk,with,9+,Male,LPM,age_grp20-24,1.50E-06,9.09E-07,1.646032117,0.099757147
32.4,all,4 yr.,mnwk,with,9+,Male,LPM,age_grp25-34,-2.82E-06,8.88E-07,-3.179143297,0.00147711
32.5,all,4 yr.,mnwk,with,9+,Male,LPM,age_grp35-44,-4.10E-06,8.86E-07,-4.633905245,3.59E-06
32.6,all,4 yr.,mnwk,with,9+,Male,LPM,age_grp45-54,-4.39E-06,8.85E-07,-4.960261666,7.04E-07
32.7,all,4 yr.,mnwk,with,9+,Male,LPM,age_grp55-64,-4.66E-06,8.85E-07,-5.263085673,1.42E-07
32.8,all,4 yr.,mnwk,with,9+,Male,LPM,age_grp65-199,-4.05E-06,8.86E-07,-4.574306611,4.78E-06
32.9,all,4 yr.,mnwk,with,9+,Male,LPM,curr_pts_grp1-3,2.06E-06,7.37E-08,27.95931879,5.08E-172
32.1,all,4 yr.,mnwk,with,9+,Male,LPM,curr_pts_grp4-6,4.52E-06,1.61E-07,28.10479818,8.56E-174
32.11,all,4 yr.,mnwk,with,9+,Male,LPM,curr_pts_grp7-9,7.73E-06,3.18E-07,24.28803534,2.62E-130
32.12,all,4 yr.,mnwk,with,9+,Male,LPM,curr_pts_grp10-150,1.83E-05,5.41E-07,33.78988693,2.78E-250
32.13,all,4 yr.,mnwk,with,9+,Male,LPM,month02,2.08E-07,1.05E-07,1.980134482,0.047688419
32.14,all,4 yr.,mnwk,with,9+,Male,LPM,month03,-1.19E-08,1.00E-07,-0.118484581,0.905683712
32.15,all,4 yr.,mnwk,with,9+,Male,LPM,month04,4.34E-07,1.06E-07,4.092395449,4.27E-05
32.16,all,4 yr.,mnwk,with,9+,Male,LPM,month05,7.08E-07,1.08E-07,6.545485735,5.93E-11
32.17,all,4 yr.,mnwk,with,9+,Male,LPM,month06,5.79E-07,1.08E-07,5.381410079,7.39E-08
32.18,all,4 yr.,mnwk,with,9+,Male,LPM,month07,-1.13E-08,1.00E-07,-0.112259363,0.910617762
32.19,all,4 yr.,mnwk,with,9+,Male,LPM,month08,1.76E-07,1.02E-07,1.720964868,0.085257199
32.2,all,4 yr.,mnwk,with,9+,Male,LPM,month09,9.10E-07,1.11E-07,8.194210848,2.52E-16
32.21,all,4 yr.,mnwk,with,9+,Male,LPM,month10,5.97E-07,1.07E-07,5.593284398,2.23E-08
32.22,all,4 yr.,mnwk,with,9+,Male,LPM,month11,4.39E-07,1.06E-07,4.141416772,3.45E-05
32.23,all,4 yr.,mnwk,with,9+,Male,LPM,month12,1.23E-07,1.02E-07,1.211383579,0.22574843
32.24,all,4 yr.,mnwk,with,9+,Male,LPM,weekdayMonday,-3.12E-07,7.65E-08,-4.077730577,4.55E-05
32.25,all,4 yr.,mnwk,with,9+,Male,LPM,weekdayTuesday,1.95E-08,7.92E-08,0.246640074,0.805186788
32.26,all,4 yr.,mnwk,with,9+,Male,LPM,weekdayWednesday,1.47E-07,8.03E-08,1.827451106,0.067631971
32.27,all,4 yr.,mnwk,with,9+,Male,LPM,weekdayThursday,5.08E-07,8.33E-08,6.103200152,1.04E-09
32.28,all,4 yr.,mnwk,with,9+,Male,LPM,weekdayFriday,7.31E-07,8.51E-08,8.589606487,8.73E-18
32.29,all,4 yr.,mnwk,with,9+,Male,LPM,weekdaySaturday,5.64E-07,8.37E-08,6.741123903,1.57E-11
32.3,all,4 yr.,mnwk,with,9+,Male,LPM,policyTRUE:age_grp16-19,-1.36E-06,1.31E-06,-1.034534843,0.300886197
32.31,all,4 yr.,mnwk,with,9+,Male,LPM,policyTRUE:age_grp20-24,-1.63E-08,1.20E-06,-0.013586135,0.989160166
32.32,all,4 yr.,mnwk,with,9+,Male,LPM,policyTRUE:age_grp25-34,8.02E-07,1.17E-06,0.686372847,0.492478022
32.33,all,4 yr.,mnwk,with,9+,Male,LPM,policyTRUE:age_grp35-44,1.28E-06,1.16E-06,1.099295669,0.271639121
32.34,all,4 yr.,mnwk,with,9+,Male,LPM,policyTRUE:age_grp45-54,1.30E-06,1.16E-06,1.115167546,0.264778631
32.35,all,4 yr.,mnwk,with,9+,Male,LPM,policyTRUE:age_grp55-64,1.50E-06,1.16E-06,1.285523114,0.198609545
32.36,all,4 yr.,mnwk,with,9+,Male,LPM,policyTRUE:age_grp65-199,1.56E-06,1.17E-06,1.340905277,0.179951209
33,all,4 yr.,mnwk,no,all,Female,LPM,(Intercept),-0.000130024,3.30E-06,-39.38064395,0
33.1,all,4 yr.,mnwk,no,all,Female,LPM,policyTRUE,-8.00E-06,4.95E-07,-16.16581571,8.79E-59
33.2,all,4 yr.,mnwk,no,all,Female,LPM,age_grp16-19,0.000272227,3.70E-06,73.55654273,0
33.3,all,4 yr.,mnwk,no,all,Female,LPM,age_grp20-24,0.000269273,3.37E-06,79.88817352,0
33.4,all,4 yr.,mnwk,no,all,Female,LPM,age_grp25-34,0.000209789,3.23E-06,64.91487408,0
33.5,all,4 yr.,mnwk,no,all,Female,LPM,age_grp35-44,0.000191581,3.22E-06,59.49979968,0
33.6,all,4 yr.,mnwk,no,all,Female,LPM,age_grp45-54,0.000139758,3.20E-06,43.61551209,0
33.7,all,4 yr.,mnwk,no,all,Female,LPM,age_grp55-64,9.22E-05,3.21E-06,28.75713189,7.38E-182
33.8,all,4 yr.,mnwk,no,all,Female,LPM,age_grp65-199,4.68E-05,3.20E-06,14.6026708,2.70E-48
33.9,all,4 yr.,mnwk,no,all,Female,LPM,curr_pts_grp1-3,0.000434134,1.22E-06,356.0748551,0
33.1,all,4 yr.,mnwk,no,all,Female,LPM,curr_pts_grp4-6,0.00090333,3.44E-06,262.6557631,0
33.11,all,4 yr.,mnwk,no,all,Female,LPM,curr_pts_grp7-9,0.001273879,7.67E-06,166.0689943,0
33.12,all,4 yr.,mnwk,no,all,Female,LPM,curr_pts_grp10-150,0.001745113,1.37E-05,126.9174038,0
33.13,all,4 yr.,mnwk,no,all,Female,LPM,month02,5.80E-05,1.18E-06,49.10518199,0
33.14,all,4 yr.,mnwk,no,all,Female,LPM,month03,7.72E-05,1.17E-06,65.96682005,0
33.15,all,4 yr.,mnwk,no,all,Female,LPM,month04,7.74E-05,1.19E-06,65.14521943,0
33.16,all,4 yr.,mnwk,no,all,Female,LPM,month05,8.44E-05,1.19E-06,71.20470652,0
33.17,all,4 yr.,mnwk,no,all,Female,LPM,month06,6.63E-05,1.17E-06,56.51650608,0
33.18,all,4 yr.,mnwk,no,all,Female,LPM,month07,4.10E-05,1.13E-06,36.15845367,2.74E-286
33.19,all,4 yr.,mnwk,no,all,Female,LPM,month08,1.96E-05,1.10E-06,17.70198116,4.05E-70
33.2,all,4 yr.,mnwk,no,all,Female,LPM,month09,0.000102663,1.21E-06,84.54745917,0
33.21,all,4 yr.,mnwk,no,all,Female,LPM,month10,9.22E-05,1.19E-06,77.36223921,0
33.22,all,4 yr.,mnwk,no,all,Female,LPM,month11,8.68E-05,1.19E-06,72.71243938,0
33.23,all,4 yr.,mnwk,no,all,Female,LPM,month12,-9.23E-05,9.58E-07,-96.33168418,0
33.24,all,4 yr.,mnwk,no,all,Female,LPM,weekdayMonday,0.00013241,8.33E-07,158.9214821,0
33.25,all,4 yr.,mnwk,no,all,Female,LPM,weekdayTuesday,0.00017553,8.74E-07,200.9329171,0
33.26,all,4 yr.,mnwk,no,all,Female,LPM,weekdayWednesday,0.000191502,8.88E-07,215.6451092,0
33.27,all,4 yr.,mnwk,no,all,Female,LPM,weekdayThursday,0.000171146,8.71E-07,196.4112466,0
33.28,all,4 yr.,mnwk,no,all,Female,LPM,weekdayFriday,0.000124312,8.27E-07,150.3152009,0
33.29,all,4 yr.,mnwk,no,all,Female,LPM,weekdaySaturday,2.14E-05,7.18E-07,29.78759191,5.66E-195
34,all,4 yr.,mnwk,with,all,Female,LPM,(Intercept),-0.000130301,4.72E-06,-27.58889085,1.51E-167
34.1,all,4 yr.,mnwk,with,all,Female,LPM,policyTRUE,-7.47E-06,6.35E-06,-1.176657528,0.239332226
34.2,all,4 yr.,mnwk,with,all,Female,LPM,age_grp16-19,0.000268014,5.41E-06,49.56144592,0
34.3,all,4 yr.,mnwk,with,all,Female,LPM,age_grp20-24,0.000269497,4.92E-06,54.76445806,0
34.4,all,4 yr.,mnwk,with,all,Female,LPM,age_grp25-34,0.000214677,4.73E-06,45.37553209,0
34.5,all,4 yr.,mnwk,with,all,Female,LPM,age_grp35-44,0.000191326,4.71E-06,40.61407623,0
34.6,all,4 yr.,mnwk,with,all,Female,LPM,age_grp45-54,0.000140699,4.69E-06,29.99207938,1.24E-197
34.7,all,4 yr.,mnwk,with,all,Female,LPM,age_grp55-64,9.15E-05,4.69E-06,19.49070013,1.32E-84
34.8,all,4 yr.,mnwk,with,all,Female,LPM,age_grp65-199,4.15E-05,4.69E-06,8.864076283,7.71E-19
34.9,all,4 yr.,mnwk,with,all,Female,LPM,curr_pts_grp1-3,0.000434147,1.22E-06,356.0844184,0
34.1,all,4 yr.,mnwk,with,all,Female,LPM,curr_pts_grp4-6,0.000903404,3.44E-06,262.6744349,0
34.11,all,4 yr.,mnwk,with,all,Female,LPM,curr_pts_grp7-9,0.001274003,7.67E-06,166.0847738,0
34.12,all,4 yr.,mnwk,with,all,Female,LPM,curr_pts_grp10-150,0.001745359,1.38E-05,126.9315021,0
34.13,all,4 yr.,mnwk,with,all,Female,LPM,month02,5.80E-05,1.18E-06,49.10565032,0
34.14,all,4 yr.,mnwk,with,all,Female,LPM,month03,7.72E-05,1.17E-06,65.96707006,0
34.15,all,4 yr.,mnwk,with,all,Female,LPM,month04,7.74E-05,1.19E-06,65.14583383,0
34.16,all,4 yr.,mnwk,with,all,Female,LPM,month05,8.44E-05,1.19E-06,71.20477505,0
34.17,all,4 yr.,mnwk,with,all,Female,LPM,month06,6.63E-05,1.17E-06,56.51631896,0
34.18,all,4 yr.,mnwk,with,all,Female,LPM,month07,4.10E-05,1.13E-06,36.15810928,2.77E-286
34.19,all,4 yr.,mnwk,with,all,Female,LPM,month08,1.96E-05,1.10E-06,17.70162205,4.07E-70
34.2,all,4 yr.,mnwk,with,all,Female,LPM,month09,0.000102663,1.21E-06,84.54714125,0
34.21,all,4 yr.,mnwk,with,all,Female,LPM,month10,9.22E-05,1.19E-06,77.36195445,0
34.22,all,4 yr.,mnwk,with,all,Female,LPM,month11,8.68E-05,1.19E-06,72.71228276,0
34.23,all,4 yr.,mnwk,with,all,Female,LPM,month12,-9.23E-05,9.58E-07,-96.33181299,0
34.24,all,4 yr.,mnwk,with,all,Female,LPM,weekdayMonday,0.00013241,8.33E-07,158.9214836,0
34.25,all,4 yr.,mnwk,with,all,Female,LPM,weekdayTuesday,0.00017553,8.74E-07,200.9328812,0
34.26,all,4 yr.,mnwk,with,all,Female,LPM,weekdayWednesday,0.000191502,8.88E-07,215.6450656,0
34.27,all,4 yr.,mnwk,with,all,Female,LPM,weekdayThursday,0.000171147,8.71E-07,196.4113775,0
34.28,all,4 yr.,mnwk,with,all,Female,LPM,weekdayFriday,0.000124312,8.27E-07,150.3153569,0
34.29,all,4 yr.,mnwk,with,all,Female,LPM,weekdaySaturday,2.14E-05,7.18E-07,29.78758991,5.66E-195
34.3,all,4 yr.,mnwk,with,all,Female,LPM,policyTRUE:age_grp16-19,7.80E-06,7.41E-06,1.052871794,0.292399755
34.31,all,4 yr.,mnwk,with,all,Female,LPM,policyTRUE:age_grp20-24,-4.42E-07,6.77E-06,-0.065334538,0.947907644
34.32,all,4 yr.,mnwk,with,all,Female,LPM,policyTRUE:age_grp25-34,-9.59E-06,6.48E-06,-1.478556589,0.139258862
34.33,all,4 yr.,mnwk,with,all,Female,LPM,policyTRUE:age_grp35-44,5.31E-07,6.46E-06,0.082264208,0.934436616
34.34,all,4 yr.,mnwk,with,all,Female,LPM,policyTRUE:age_grp45-54,-1.83E-06,6.42E-06,-0.284996691,0.775646677
34.35,all,4 yr.,mnwk,with,all,Female,LPM,policyTRUE:age_grp55-64,1.34E-06,6.42E-06,0.208362236,0.834946141
34.36,all,4 yr.,mnwk,with,all,Female,LPM,policyTRUE:age_grp65-199,9.73E-06,6.42E-06,1.51600064,0.129519191
35,all,4 yr.,mnwk,no,1,Female,LPM,(Intercept),-2.08E-05,6.47E-07,-32.2278215,7.20E-228
35.1,all,4 yr.,mnwk,no,1,Female,LPM,policyTRUE,5.17E-06,1.50E-07,34.49919996,8.25E-261
35.2,all,4 yr.,mnwk,no,1,Female,LPM,age_grp16-19,3.57E-05,8.63E-07,41.42523316,0
35.3,all,4 yr.,mnwk,no,1,Female,LPM,age_grp20-24,2.72E-05,6.78E-07,40.16373079,0
35.4,all,4 yr.,mnwk,no,1,Female,LPM,age_grp25-34,2.31E-05,6.16E-07,37.53523662,2.45E-308
35.5,all,4 yr.,mnwk,no,1,Female,LPM,age_grp35-44,2.07E-05,6.10E-07,33.88329173,1.17E-251
35.6,all,4 yr.,mnwk,no,1,Female,LPM,age_grp45-54,1.64E-05,6.03E-07,27.17374811,1.33E-162
35.7,all,4 yr.,mnwk,no,1,Female,LPM,age_grp55-64,1.22E-05,6.04E-07,20.17191851,1.73E-90
35.8,all,4 yr.,mnwk,no,1,Female,LPM,age_grp65-199,7.48E-06,6.02E-07,12.4331208,1.73E-35
35.9,all,4 yr.,mnwk,no,1,Female,LPM,curr_pts_grp1-3,3.85E-05,3.69E-07,104.4723628,0
35.1,all,4 yr.,mnwk,no,1,Female,LPM,curr_pts_grp4-6,6.83E-05,9.72E-07,70.24735741,0
35.11,all,4 yr.,mnwk,no,1,Female,LPM,curr_pts_grp7-9,9.53E-05,2.15E-06,44.40451415,0
35.12,all,4 yr.,mnwk,no,1,Female,LPM,curr_pts_grp10-150,0.000166542,4.26E-06,39.09632993,0
35.13,all,4 yr.,mnwk,no,1,Female,LPM,month02,6.37E-06,3.52E-07,18.1024085,3.05E-73
35.14,all,4 yr.,mnwk,no,1,Female,LPM,month03,9.48E-06,3.54E-07,26.77391525,6.51E-158
35.15,all,4 yr.,mnwk,no,1,Female,LPM,month04,7.41E-06,3.51E-07,21.08419313,1.11E-98
35.16,all,4 yr.,mnwk,no,1,Female,LPM,month05,9.29E-06,3.55E-07,26.15316275,9.07E-151
35.17,all,4 yr.,mnwk,no,1,Female,LPM,month06,8.37E-06,3.55E-07,23.60470451,3.45E-123
35.18,all,4 yr.,mnwk,no,1,Female,LPM,month07,4.29E-06,3.35E-07,12.78436105,2.01E-37
35.19,all,4 yr.,mnwk,no,1,Female,LPM,month08,3.78E-06,3.32E-07,11.37768424,5.40E-30
35.2,all,4 yr.,mnwk,no,1,Female,LPM,month09,1.61E-05,3.83E-07,41.91318977,0
35.21,all,4 yr.,mnwk,no,1,Female,LPM,month10,9.66E-06,3.56E-07,27.1244009,5.08E-162
35.22,all,4 yr.,mnwk,no,1,Female,LPM,month11,7.69E-06,3.51E-07,21.91305065,1.95E-106
35.23,all,4 yr.,mnwk,no,1,Female,LPM,month12,-7.25E-06,2.84E-07,-25.53591165,7.87E-144
35.24,all,4 yr.,mnwk,no,1,Female,LPM,weekdayMonday,1.48E-05,2.53E-07,58.61542974,0
35.25,all,4 yr.,mnwk,no,1,Female,LPM,weekdayTuesday,1.86E-05,2.65E-07,70.44609195,0
35.26,all,4 yr.,mnwk,no,1,Female,LPM,weekdayWednesday,2.00E-05,2.69E-07,74.5605902,0
35.27,all,4 yr.,mnwk,no,1,Female,LPM,weekdayThursday,1.78E-05,2.63E-07,67.87559056,0
35.28,all,4 yr.,mnwk,no,1,Female,LPM,weekdayFriday,1.25E-05,2.46E-07,51.00504208,0
35.29,all,4 yr.,mnwk,no,1,Female,LPM,weekdaySaturday,1.91E-06,2.08E-07,9.179266108,4.34E-20
36,all,4 yr.,mnwk,with,1,Female,LPM,(Intercept),-1.74E-05,9.98E-07,-17.47435829,2.25E-68
36.1,all,4 yr.,mnwk,with,1,Female,LPM,policyTRUE,-1.38E-06,1.18E-06,-1.166850109,0.243270907
36.2,all,4 yr.,mnwk,with,1,Female,LPM,age_grp16-19,3.12E-05,1.31E-06,23.86072494,7.84E-126
36.3,all,4 yr.,mnwk,with,1,Female,LPM,age_grp20-24,2.46E-05,1.07E-06,22.9122641,3.51E-116
36.4,all,4 yr.,mnwk,with,1,Female,LPM,age_grp25-34,1.97E-05,1.00E-06,19.73859116,1.01E-86
36.5,all,4 yr.,mnwk,with,1,Female,LPM,age_grp35-44,1.67E-05,9.91E-07,16.83775871,1.29E-63
36.6,all,4 yr.,mnwk,with,1,Female,LPM,age_grp45-54,1.29E-05,9.83E-07,13.15457946,1.60E-39
36.7,all,4 yr.,mnwk,with,1,Female,LPM,age_grp55-64,9.00E-06,9.84E-07,9.143647864,6.04E-20
