"","past_pts","window","seasonality","age_int","pts_target","sex","reg_type","Variable","Estimate","Std_Error","z_stat","p_value","mfx"
"20.3","all","4 yr.","mnwk","with","1","Male","LPM","age_grp20-24",2.6748673040144e-05,1.16609011437422e-06,22.9387700919656,1.90748529960984e-116,NA
"20.4","all","4 yr.","mnwk","with","1","Male","LPM","age_grp25-34",2.50766385795979e-05,1.07052313409885e-06,23.4246582636507,2.39673698972635e-121,NA
"20.5","all","4 yr.","mnwk","with","1","Male","LPM","age_grp35-44",2.49818419906054e-05,1.06050321508444e-06,23.5565924131746,1.07452818050327e-122,NA
"20.6","all","4 yr.","mnwk","with","1","Male","LPM","age_grp45-54",2.25068231634772e-05,1.05377097060864e-06,21.3583632413765,3.26039724327833e-101,NA
"20.7","all","4 yr.","mnwk","with","1","Male","LPM","age_grp55-64",1.81246955086224e-05,1.05664816722949e-06,17.1530089870359,5.96808592186232e-66,NA
"20.8","all","4 yr.","mnwk","with","1","Male","LPM","age_grp65-199",8.82797157607489e-06,1.04616321261283e-06,8.43842669063724,3.2163766819574e-17,NA
"20.9","all","4 yr.","mnwk","with","1","Male","LPM","curr_pts_grp1-3",5.00819577263364e-05,3.21591086294662e-07,155.731796870912,0,NA
"20.10","all","4 yr.","mnwk","with","1","Male","LPM","curr_pts_grp4-6",9.05462440010695e-05,6.79045599471604e-07,133.343392655114,0,NA
"20.11","all","4 yr.","mnwk","with","1","Male","LPM","curr_pts_grp7-9",0.000132721769586326,1.2680556812675e-06,104.665569144142,0,NA
"20.12","all","4 yr.","mnwk","with","1","Male","LPM","curr_pts_grp10-150",0.000199876318999808,1.78716241777658e-06,111.840041515911,0,NA
"20.13","all","4 yr.","mnwk","with","1","Male","LPM","month02",8.59145605458993e-06,4.34967647743988e-07,19.7519426999929,7.71911621305996e-87,NA
"20.14","all","4 yr.","mnwk","with","1","Male","LPM","month03",9.5092423989369e-06,4.25913549587002e-07,22.3266961291975,2.03423802940064e-110,NA
"20.15","all","4 yr.","mnwk","with","1","Male","LPM","month04",6.68164066639756e-06,4.23533166341265e-07,15.7759561644667,4.55449612750848e-56,NA
"20.16","all","4 yr.","mnwk","with","1","Male","LPM","month05",9.98493581030149e-06,4.28573360571806e-07,23.2980785296116,4.63667399955016e-120,NA
"20.17","all","4 yr.","mnwk","with","1","Male","LPM","month06",7.96576348352214e-06,4.26606122333015e-07,18.6724077937727,8.30244834972983e-78,NA
"20.18","all","4 yr.","mnwk","with","1","Male","LPM","month07",5.05659663547386e-06,4.1523713375833e-07,12.1776118376177,4.09086062763117e-34,NA
"20.19","all","4 yr.","mnwk","with","1","Male","LPM","month08",1.6145565826878e-06,4.05268944193127e-07,3.98391390660912,6.77894410586003e-05,NA
"20.20","all","4 yr.","mnwk","with","1","Male","LPM","month09",1.70067928331552e-05,4.49768629055191e-07,37.8123144535016,7.13165620309753e-313,NA
"20.21","all","4 yr.","mnwk","with","1","Male","LPM","month10",9.83820030796807e-06,4.27718923047164e-07,23.0015549414521,4.49726645365713e-117,NA
"20.22","all","4 yr.","mnwk","with","1","Male","LPM","month11",7.19666517334201e-06,4.23772586683993e-07,16.9823754520218,1.1090531358193e-64,NA
"20.23","all","4 yr.","mnwk","with","1","Male","LPM","month12",-1.53150095033874e-05,3.56567202785815e-07,-42.951256828259,0,NA
"20.24","all","4 yr.","mnwk","with","1","Male","LPM","weekdayMonday",1.72364641449041e-05,3.0676394694158e-07,56.1880374690398,0,NA
"20.25","all","4 yr.","mnwk","with","1","Male","LPM","weekdayTuesday",2.27020695848171e-05,3.18230618106775e-07,71.3384202936751,0,NA
"20.26","all","4 yr.","mnwk","with","1","Male","LPM","weekdayWednesday",2.35248393320334e-05,3.19822520503247e-07,73.5559187483627,0,NA
"20.27","all","4 yr.","mnwk","with","1","Male","LPM","weekdayThursday",2.1193450343896e-05,3.15635718829329e-07,67.145285148655,0,NA
"20.28","all","4 yr.","mnwk","with","1","Male","LPM","weekdayFriday",1.57017656995489e-05,3.0412161876261e-07,51.6298899217859,0,NA
"20.29","all","4 yr.","mnwk","with","1","Male","LPM","weekdaySaturday",2.6042272961738e-06,2.73755361755779e-07,9.512972748629,1.85290374498807e-21,NA
"20.30","all","4 yr.","mnwk","with","1","Male","LPM","policyTRUE:age_grp16-19",-2.18550865138854e-07,2.22931810453285e-06,-0.0980348496226164,0.921904620648081,NA
"20.31","all","4 yr.","mnwk","with","1","Male","LPM","policyTRUE:age_grp20-24",-4.04844893262735e-06,1.82704978048846e-06,-2.21583942367733,0.0267025014446778,NA
"20.32","all","4 yr.","mnwk","with","1","Male","LPM","policyTRUE:age_grp25-34",-7.47176350945352e-07,1.70428604105242e-06,-0.438410180537512,0.661088967850097,NA
"20.33","all","4 yr.","mnwk","with","1","Male","LPM","policyTRUE:age_grp35-44",1.81865831234324e-06,1.6935255587278e-06,1.07388890765218,0.282872475480793,NA
"20.34","all","4 yr.","mnwk","with","1","Male","LPM","policyTRUE:age_grp45-54",2.73603682319325e-06,1.68280091255252e-06,1.62588265954952,0.10397461968927,NA
"20.35","all","4 yr.","mnwk","with","1","Male","LPM","policyTRUE:age_grp55-64",2.44628928859376e-06,1.68573866405929e-06,1.45116757463642,0.146733203620868,NA
"20.36","all","4 yr.","mnwk","with","1","Male","LPM","policyTRUE:age_grp65-199",2.42536296567313e-06,1.67247642903592e-06,1.45016271892765,0.147013148646417,NA
"21","all","4 yr.","mnwk","no","2","Male","LPM","(Intercept)",-9.65067611183737e-05,1.57209786966608e-06,-61.3872475629474,0,NA
"21.1","all","4 yr.","mnwk","no","2","Male","LPM","policyTRUE",-4.3154198842294e-06,3.94194991033457e-07,-10.9474244533542,6.83639052401452e-28,NA
"21.2","all","4 yr.","mnwk","no","2","Male","LPM","age_grp16-19",0.000189395009837119,2.04313417209724e-06,92.6982732821254,0,NA
"21.3","all","4 yr.","mnwk","no","2","Male","LPM","age_grp20-24",0.000176527313817203,1.6459570093468e-06,107.24904284545,0,NA
"21.4","all","4 yr.","mnwk","no","2","Male","LPM","age_grp25-34",0.000156375271699939,1.46029099855317e-06,107.085006930039,0,NA
"21.5","all","4 yr.","mnwk","no","2","Male","LPM","age_grp35-44",0.000148675714263251,1.4422806826015e-06,103.083758977537,0,NA
"21.6","all","4 yr.","mnwk","no","2","Male","LPM","age_grp45-54",0.000138744879381308,1.4289935506951e-06,97.0927260755083,0,NA
"21.7","all","4 yr.","mnwk","no","2","Male","LPM","age_grp55-64",0.000115307743495712,1.43464615538438e-06,80.3736468835533,0,NA
"21.8","all","4 yr.","mnwk","no","2","Male","LPM","age_grp65-199",7.03705386856215e-05,1.41778244160732e-06,49.6342292163271,0,NA
"21.9","all","4 yr.","mnwk","no","2","Male","LPM","curr_pts_grp1-3",0.000249353938995517,7.20708646717983e-07,345.984386521576,0,NA
"21.10","all","4 yr.","mnwk","no","2","Male","LPM","curr_pts_grp4-6",0.000458106175828566,1.52793431153658e-06,299.820595931161,0,NA
"21.11","all","4 yr.","mnwk","no","2","Male","LPM","curr_pts_grp7-9",0.00060590297964705,2.737187607676e-06,221.359682452124,0,NA
"21.12","all","4 yr.","mnwk","no","2","Male","LPM","curr_pts_grp10-150",0.000718784362806954,3.4770844523028e-06,206.720421280225,0,NA
"21.13","all","4 yr.","mnwk","no","2","Male","LPM","month02",4.43831730436826e-05,9.70665096095855e-07,45.7244967622691,0,NA
"21.14","all","4 yr.","mnwk","no","2","Male","LPM","month03",5.59009857203117e-05,9.58042369490951e-07,58.3491790138826,0,NA
"21.15","all","4 yr.","mnwk","no","2","Male","LPM","month04",4.22450600334214e-05,9.54579290652882e-07,44.2551608306189,0,NA
"21.16","all","4 yr.","mnwk","no","2","Male","LPM","month05",4.70258180881451e-05,9.51607158266575e-07,49.4172597165055,0,NA
"21.17","all","4 yr.","mnwk","no","2","Male","LPM","month06",2.96104956620344e-05,9.38183884263229e-07,31.5615053282311,1.24677054953482e-218,NA
"21.18","all","4 yr.","mnwk","no","2","Male","LPM","month07",2.01724965036421e-05,9.18806512691647e-07,21.9551083117017,7.73975692244094e-107,NA
"21.19","all","4 yr.","mnwk","no","2","Male","LPM","month08",-1.45146869877028e-06,8.91056436089155e-07,-1.62893015524446,0.103327805589608,NA
"21.20","all","4 yr.","mnwk","no","2","Male","LPM","month09",6.330824336121e-05,9.77128698018625e-07,64.7900767724696,0,NA
"21.21","all","4 yr.","mnwk","no","2","Male","LPM","month10",5.35336136602855e-05,9.57729968469579e-07,55.8963543198198,0,NA
"21.22","all","4 yr.","mnwk","no","2","Male","LPM","month11",4.96155195614771e-05,9.60324707841595e-07,51.6653577236306,0,NA
"21.23","all","4 yr.","mnwk","no","2","Male","LPM","month12",-8.23750662291628e-05,7.8487949365089e-07,-104.952501492927,0,NA
"21.24","all","4 yr.","mnwk","no","2","Male","LPM","weekdayMonday",7.55577715319856e-05,6.85909617417607e-07,110.157037623199,0,NA
"21.25","all","4 yr.","mnwk","no","2","Male","LPM","weekdayTuesday",9.5217051741597e-05,7.0429951635925e-07,135.193975758786,0,NA
"21.26","all","4 yr.","mnwk","no","2","Male","LPM","weekdayWednesday",0.000105569686522452,7.13702086800768e-07,147.91842209076,0,NA
"21.27","all","4 yr.","mnwk","no","2","Male","LPM","weekdayThursday",9.43642233890558e-05,7.04805790177341e-07,133.88684472259,0,NA
"21.28","all","4 yr.","mnwk","no","2","Male","LPM","weekdayFriday",7.46095998647601e-05,6.86328297478244e-07,108.708325358135,0,NA
"21.29","all","4 yr.","mnwk","no","2","Male","LPM","weekdaySaturday",1.2659442394652e-05,6.22821268245757e-07,20.3259635469878,7.57871103949891e-92,NA
"22","all","4 yr.","mnwk","with","2","Male","LPM","(Intercept)",-9.83886203271088e-05,1.97126442811897e-06,-49.9114268606742,0,NA
"22.1","all","4 yr.","mnwk","with","2","Male","LPM","policyTRUE",-4.50879441171537e-07,2.74754294336857e-06,-0.164102782182085,0.8696502316485,NA
"22.2","all","4 yr.","mnwk","with","2","Male","LPM","age_grp16-19",0.000189547148897824,2.84483181510492e-06,66.6285957192281,0,NA
"22.3","all","4 yr.","mnwk","with","2","Male","LPM","age_grp20-24",0.000179214101946616,2.23518700227466e-06,80.1785719782003,0,NA
"22.4","all","4 yr.","mnwk","with","2","Male","LPM","age_grp25-34",0.000161447379989037,1.96543842118265e-06,82.143189147534,0,NA
"22.5","all","4 yr.","mnwk","with","2","Male","LPM","age_grp35-44",0.000151302214797882,1.93350454421881e-06,78.2528364105877,0,NA
"22.6","all","4 yr.","mnwk","with","2","Male","LPM","age_grp45-54",0.000139891273220841,1.91561140498248e-06,73.0269577937287,0,NA
"22.7","all","4 yr.","mnwk","with","2","Male","LPM","age_grp55-64",0.000116148582137021,1.92477315501402e-06,60.3440368203673,0,NA
"22.8","all","4 yr.","mnwk","with","2","Male","LPM","age_grp65-199",6.93750821877095e-05,1.89775782623193e-06,36.5563409771078,1.41411689470252e-292,NA
"22.9","all","4 yr.","mnwk","with","2","Male","LPM","curr_pts_grp1-3",0.00024934375225313,7.2070640918879e-07,345.971326290528,0,NA
"22.10","all","4 yr.","mnwk","with","2","Male","LPM","curr_pts_grp4-6",0.000458127633932025,1.52793889268351e-06,299.833740816308,0,NA
"22.11","all","4 yr.","mnwk","with","2","Male","LPM","curr_pts_grp7-9",0.000605945227202045,2.7371988137593e-06,221.374210801236,0,NA
"22.12","all","4 yr.","mnwk","with","2","Male","LPM","curr_pts_grp10-150",0.000718939626538885,3.4776395216739e-06,206.73207273445,0,NA
"22.13","all","4 yr.","mnwk","with","2","Male","LPM","month02",4.4384090795189e-05,9.70664981387526e-07,45.7254476531581,0,NA
"22.14","all","4 yr.","mnwk","with","2","Male","LPM","month03",5.59020720703214e-05,9.58042654426027e-07,58.3502955865915,0,NA
"22.15","all","4 yr.","mnwk","with","2","Male","LPM","month04",4.22426947272977e-05,9.54583009073611e-07,44.2525105996729,0,NA
"22.16","all","4 yr.","mnwk","with","2","Male","LPM","month05",4.7023103171384e-05,9.51610293837186e-07,49.4142439146726,0,NA
"22.17","all","4 yr.","mnwk","with","2","Male","LPM","month06",2.96075945595692e-05,9.38186034981793e-07,31.5583407294522,1.37785948255009e-218,NA
"22.18","all","4 yr.","mnwk","with","2","Male","LPM","month07",2.01698204862305e-05,9.18808167691603e-07,21.9521562775228,8.25907060162078e-107,NA
"22.19","all","4 yr.","mnwk","with","2","Male","LPM","month08",-1.45381724799793e-06,8.91057225790121e-07,-1.63156440004041,0.102771282951959,NA
"22.20","all","4 yr.","mnwk","with","2","Male","LPM","month09",6.33063229634684e-05,9.77129372559255e-07,64.7880666995602,0,NA
"22.21","all","4 yr.","mnwk","with","2","Male","LPM","month10",5.35320920690631e-05,9.57730949525365e-07,55.8947083161432,0,NA
"22.22","all","4 yr.","mnwk","with","2","Male","LPM","month11",4.96144716865769e-05,9.60324678404297e-07,51.6642681400396,0,NA
"22.23","all","4 yr.","mnwk","with","2","Male","LPM","month12",-8.23755804551988e-05,7.84879505754331e-07,-104.953155040059,0,NA
"22.24","all","4 yr.","mnwk","with","2","Male","LPM","weekdayMonday",7.55577698912378e-05,6.85909618984322e-07,110.157034979509,0,NA
"22.25","all","4 yr.","mnwk","with","2","Male","LPM","weekdayTuesday",9.52170137818342e-05,7.04299489099287e-07,135.193927094289,0,NA
"22.26","all","4 yr.","mnwk","with","2","Male","LPM","weekdayWednesday",0.000105569668192235,7.13702075575166e-07,147.918398734034,0,NA
"22.27","all","4 yr.","mnwk","with","2","Male","LPM","weekdayThursday",9.43643220789921e-05,7.04805863715819e-07,133.886970777304,0,NA
"22.28","all","4 yr.","mnwk","with","2","Male","LPM","weekdayFriday",7.46097013666438e-05,6.863283736196e-07,108.708461189158,0,NA
"22.29","all","4 yr.","mnwk","with","2","Male","LPM","weekdaySaturday",1.26594279031082e-05,6.2282127594731e-07,20.3259400280654,7.58234359778353e-92,NA
"22.30","all","4 yr.","mnwk","with","2","Male","LPM","policyTRUE:age_grp16-19",-6.06666579950634e-07,4.08062982030183e-06,-0.148669839379295,0.881814161400351,NA
"22.31","all","4 yr.","mnwk","with","2","Male","LPM","policyTRUE:age_grp20-24",-5.48632231206769e-06,3.31217752254975e-06,-1.65640949940517,0.0976389187173599,NA
"22.32","all","4 yr.","mnwk","with","2","Male","LPM","policyTRUE:age_grp25-34",-1.01954348538868e-05,2.93953463647608e-06,-3.46838398410883,0.000523598556074644,NA
"22.33","all","4 yr.","mnwk","with","2","Male","LPM","policyTRUE:age_grp35-44",-5.38157401358839e-06,2.90073287056553e-06,-1.85524633040035,0.0635610584627522,NA
"22.34","all","4 yr.","mnwk","with","2","Male","LPM","policyTRUE:age_grp45-54",-2.42008817064963e-06,2.87110351163949e-06,-0.842912197640578,0.399277551221784,NA
"22.35","all","4 yr.","mnwk","with","2","Male","LPM","policyTRUE:age_grp55-64",-1.85726525377816e-06,2.87948434329384e-06,-0.644999254155916,0.51892766907373,NA
"22.36","all","4 yr.","mnwk","with","2","Male","LPM","policyTRUE:age_grp65-199",1.58415780222013e-06,2.84257447747765e-06,0.557296850011061,0.577324627553286,NA
"23","all","4 yr.","mnwk","no","3","Male","LPM","(Intercept)",2.05623539419476e-05,3.18633115818096e-06,6.4533009662707,1.09439716301205e-10,NA
"23.1","all","4 yr.","mnwk","no","3","Male","LPM","policyTRUE",-4.77862016107088e-05,4.35584587577551e-07,-109.705905519903,0,NA
"23.2","all","4 yr.","mnwk","no","3","Male","LPM","age_grp16-19",0.000250900712147642,3.63180547500963e-06,69.0842926126093,0,NA
"23.3","all","4 yr.","mnwk","no","3","Male","LPM","age_grp20-24",0.000209667734185949,3.27899998828159e-06,63.9425846097145,0,NA
"23.4","all","4 yr.","mnwk","no","3","Male","LPM","age_grp25-34",0.000102631448835627,3.13000179636746e-06,32.7895814483993,8.28942256365103e-236,NA
"23.5","all","4 yr.","mnwk","no","3","Male","LPM","age_grp35-44",6.12409078942587e-05,3.11499960223363e-06,19.6600050447344,4.74683195634775e-86,NA
"23.6","all","4 yr.","mnwk","no","3","Male","LPM","age_grp45-54",3.21692036321848e-05,3.10513410034247e-06,10.3600046222277,3.76944028504967e-25,NA
"23.7","all","4 yr.","mnwk","no","3","Male","LPM","age_grp55-64",4.75332577829419e-06,3.10660887885163e-06,1.53006894773676,0.125999663558928,NA
"23.8","all","4 yr.","mnwk","no","3","Male","LPM","age_grp65-199",-2.42235580695994e-05,3.10090650335089e-06,-7.81176666997958,5.6391895738766e-15,NA
"23.9","all","4 yr.","mnwk","no","3","Male","LPM","curr_pts_grp1-3",0.000295552558794788,7.82734504183319e-07,377.589792215891,0,NA
"23.10","all","4 yr.","mnwk","no","3","Male","LPM","curr_pts_grp4-6",0.000594504331656062,1.72553214786738e-06,344.533906476805,0,NA
"23.11","all","4 yr.","mnwk","no","3","Male","LPM","curr_pts_grp7-9",0.000840743938956158,3.19353712411677e-06,263.264182090472,0,NA
"23.12","all","4 yr.","mnwk","no","3","Male","LPM","curr_pts_grp10-150",0.00116301759605122,4.34621427032805e-06,267.593248678794,0,NA
"23.13","all","4 yr.","mnwk","no","3","Male","LPM","month02",3.66430541111369e-05,1.06228302046099e-06,34.4946246954369,9.65789549496103e-261,NA
"23.14","all","4 yr.","mnwk","no","3","Male","LPM","month03",3.78138035080747e-05,1.03578190200142e-06,36.5074958685878,8.43378247508226e-292,NA
"23.15","all","4 yr.","mnwk","no","3","Male","LPM","month04",3.56246323715376e-05,1.04611190332882e-06,34.0543227337122,3.50299932732416e-254,NA
"23.16","all","4 yr.","mnwk","no","3","Male","LPM","month05",4.21815956981617e-05,1.0440950550586e-06,40.4001489077011,0,NA
"23.17","all","4 yr.","mnwk","no","3","Male","LPM","month06",4.6259507067416e-05,1.05671458967319e-06,43.7767279069391,0,NA
"23.18","all","4 yr.","mnwk","no","3","Male","LPM","month07",4.0898610060839e-05,1.04171887027139e-06,39.2606980904397,0,NA
"23.19","all","4 yr.","mnwk","no","3","Male","LPM","month08",1.35701208723905e-05,1.01114209176506e-06,13.4205874554212,4.58068341959715e-41,NA
"23.20","all","4 yr.","mnwk","no","3","Male","LPM","month09",5.82723249609558e-05,1.06837431046047e-06,54.5429859089745,0,NA
"23.21","all","4 yr.","mnwk","no","3","Male","LPM","month10",5.54998401032503e-05,1.05668390352288e-06,52.5226512093346,0,NA
"23.22","all","4 yr.","mnwk","no","3","Male","LPM","month11",4.71280251978897e-05,1.05578912906421e-06,44.6377253757682,0,NA
"23.23","all","4 yr.","mnwk","no","3","Male","LPM","month12",-9.25453962576031e-05,8.88107545690032e-07,-104.205168289273,0,NA
"23.24","all","4 yr.","mnwk","no","3","Male","LPM","weekdayMonday",7.02245395907667e-05,7.55182594898553e-07,92.9901457808364,0,NA
"23.25","all","4 yr.","mnwk","no","3","Male","LPM","weekdayTuesday",9.60923769944867e-05,7.77006081369753e-07,123.67004493078,0,NA
"23.26","all","4 yr.","mnwk","no","3","Male","LPM","weekdayWednesday",0.000114242740694773,7.92009016376082e-07,144.244242593983,0,NA
"23.27","all","4 yr.","mnwk","no","3","Male","LPM","weekdayThursday",0.000100087546441645,7.8197933531581e-07,127.99257208149,0,NA
"23.28","all","4 yr.","mnwk","no","3","Male","LPM","weekdayFriday",8.19255102840684e-05,7.66678847679055e-07,106.85766345593,0,NA
"23.29","all","4 yr.","mnwk","no","3","Male","LPM","weekdaySaturday",1.9248007966824e-05,7.09409612345543e-07,27.132431858632,4.0816704707685e-162,NA
"24","all","4 yr.","mnwk","with","3","Male","LPM","(Intercept)",-2.18052131151241e-07,4.35949639987418e-06,-0.05001773396522,0.960108256350364,NA
"24.1","all","4 yr.","mnwk","with","3","Male","LPM","policyTRUE",-5.1197863405415e-06,6.15651130763844e-06,-0.831605122561757,0.405631869753429,NA
"24.2","all","4 yr.","mnwk","with","3","Male","LPM","age_grp16-19",0.000290510712773905,5.174299346049e-06,56.1449373808907,0,NA
"24.3","all","4 yr.","mnwk","with","3","Male","LPM","age_grp20-24",0.000250504682133472,4.60220391494409e-06,54.4314608311993,0,NA
"24.4","all","4 yr.","mnwk","with","3","Male","LPM","age_grp25-34",0.000134303400651567,4.37218686968214e-06,30.7176716491376,3.3061812298824e-207,NA
"24.5","all","4 yr.","mnwk","with","3","Male","LPM","age_grp35-44",8.2984599761769e-05,4.34488171833314e-06,19.099392144927,2.55445271129706e-81,NA
"24.6","all","4 yr.","mnwk","with","3","Male","LPM","age_grp45-54",4.99820026122419e-05,4.3309933207057e-06,11.5405402204817,8.24061178883096e-31,NA
"24.7","all","4 yr.","mnwk","with","3","Male","LPM","age_grp55-64",1.86125206791272e-05,4.33397523418664e-06,4.29456092233997,1.75039414801803e-05,NA
"24.8","all","4 yr.","mnwk","with","3","Male","LPM","age_grp65-199",-1.94112208239992e-05,4.32410516663801e-06,-4.48907232270009,7.15340113120435e-06,NA
"24.9","all","4 yr.","mnwk","with","3","Male","LPM","curr_pts_grp1-3",0.00029546582420329,7.82726343999378e-07,377.482917840217,0,NA
"24.10","all","4 yr.","mnwk","with","3","Male","LPM","curr_pts_grp4-6",0.000594571077980206,1.72556690930245e-06,344.565646672349,0,NA
"24.11","all","4 yr.","mnwk","with","3","Male","LPM","curr_pts_grp7-9",0.000840851488909793,3.19357422528353e-06,263.29480061956,0,NA
"24.12","all","4 yr.","mnwk","with","3","Male","LPM","curr_pts_grp10-150",0.00116425773435415,4.34702634891906e-06,267.828543216366,0,NA
"24.13","all","4 yr.","mnwk","with","3","Male","LPM","month02",3.66470257874441e-05,1.06228259468996e-06,34.4983773344607,8.48427354564765e-261,NA
"24.14","all","4 yr.","mnwk","with","3","Male","LPM","month03",3.7818337500804e-05,1.0357810354675e-06,36.5119037767812,7.17923941770161e-292,NA
"24.15","all","4 yr.","mnwk","with","3","Male","LPM","month04",3.56079652932396e-05,1.04611741888438e-06,34.0382108647168,6.0656447587553e-254,NA
"24.16","all","4 yr.","mnwk","with","3","Male","LPM","month05",4.21643378021717e-05,1.04410115439496e-06,40.3833839515342,0,NA
"24.17","all","4 yr.","mnwk","with","3","Male","LPM","month06",4.62422127601791e-05,1.0567181979385e-06,43.7602123729777,0,NA
"24.18","all","4 yr.","mnwk","with","3","Male","LPM","month07",4.08831511260754e-05,1.04172158284072e-06,39.2457560633326,0,NA
"24.19","all","4 yr.","mnwk","with","3","Male","LPM","month08",1.35568821083853e-05,1.01114440300467e-06,13.407463927111,5.46768497669063e-41,NA
"24.20","all","4 yr.","mnwk","with","3","Male","LPM","month09",5.82618717227922e-05,1.06837537078715e-06,54.5331475395829,0,NA
"24.21","all","4 yr.","mnwk","with","3","Male","LPM","month10",5.54917997364886e-05,1.05668446864826e-06,52.5150140679886,0,NA
"24.22","all","4 yr.","mnwk","with","3","Male","LPM","month11",4.71226142767305e-05,1.05578935548344e-06,44.6325908023135,0,NA
"24.23","all","4 yr.","mnwk","with","3","Male","LPM","month12",-9.25480444606976e-05,8.88107633738789e-07,-104.20813980743,0,NA
"24.24","all","4 yr.","mnwk","with","3","Male","LPM","weekdayMonday",7.02245570205836e-05,7.55182414383325e-07,92.9901910890342,0,NA
"24.25","all","4 yr.","mnwk","with","3","Male","LPM","weekdayTuesday",9.60922250880907e-05,7.77005897053084e-07,123.669878764801,0,NA
"24.26","all","4 yr.","mnwk","with","3","Male","LPM","weekdayWednesday",0.000114242719386254,7.92008855548974e-07,144.244244980149,0,NA
"24.27","all","4 yr.","mnwk","with","3","Male","LPM","weekdayThursday",0.00010008797480682,7.81979131416531e-07,127.993153251435,0,NA
"24.28","all","4 yr.","mnwk","with","3","Male","LPM","weekdayFriday",8.19259554066702e-05,7.66678626447626e-07,106.858274876229,0,NA
"24.29","all","4 yr.","mnwk","with","3","Male","LPM","weekdaySaturday",1.9247901451519e-05,7.09409403511316e-07,27.1322896993598,4.09746575963735e-162,NA
"24.30","all","4 yr.","mnwk","with","3","Male","LPM","policyTRUE:age_grp16-19",-7.82827851353078e-05,7.27305954995148e-06,-10.7633911970142,5.12488497423714e-27,NA
"24.31","all","4 yr.","mnwk","with","3","Male","LPM","policyTRUE:age_grp20-24",-8.27726223356716e-05,6.58099059697491e-06,-12.5775323814806,2.80660699263681e-36,NA
"24.32","all","4 yr.","mnwk","with","3","Male","LPM","policyTRUE:age_grp25-34",-6.42848460328049e-05,6.27154639898721e-06,-10.2502384488754,1.18052010314739e-24,NA
"24.33","all","4 yr.","mnwk","with","3","Male","LPM","policyTRUE:age_grp35-44",-4.46253500995382e-05,6.2374652877922e-06,-7.15440456027511,8.40369000322781e-13,NA
"24.34","all","4 yr.","mnwk","with","3","Male","LPM","policyTRUE:age_grp45-54",-3.68255074825247e-05,6.2160711472945e-06,-5.92424163268349,3.13741871031792e-09,NA
"24.35","all","4 yr.","mnwk","with","3","Male","LPM","policyTRUE:age_grp55-64",-2.93110873115567e-05,6.21781788210948e-06,-4.71404725376301,2.42844313817677e-06,NA
"24.36","all","4 yr.","mnwk","with","3","Male","LPM","policyTRUE:age_grp65-199",-1.24196719591325e-05,6.20504342635141e-06,-2.00154472833969,0.0453337186607623,NA
"25","all","4 yr.","mnwk","no","4","Male","LPM","(Intercept)",1.4123406824055e-05,1.04498833275345e-06,13.5153727380296,1.26911478977258e-41,NA
"25.1","all","4 yr.","mnwk","no","4","Male","LPM","policyTRUE",-8.03511246796694e-07,6.61952556574349e-08,-12.1385020545116,6.60237206563862e-34,NA
"25.2","all","4 yr.","mnwk","no","4","Male","LPM","age_grp16-19",5.08817613159594e-05,1.249836722939e-06,40.7107267550201,0,NA
"25.3","all","4 yr.","mnwk","no","4","Male","LPM","age_grp20-24",3.19512357712167e-06,1.06678619503635e-06,2.99509272990995,0.00274361420463484,NA
"25.4","all","4 yr.","mnwk","no","4","Male","LPM","age_grp25-34",-1.08340848958278e-05,1.04314044842583e-06,-10.3860270322919,2.87063021805733e-25,NA
"25.5","all","4 yr.","mnwk","no","4","Male","LPM","age_grp35-44",-1.39356024739223e-05,1.04116760265934e-06,-13.3845909518584,7.44059801418599e-41,NA
"25.6","all","4 yr.","mnwk","no","4","Male","LPM","age_grp45-54",-1.47293889148565e-05,1.04044099231844e-06,-14.1568710033566,1.69369495184629e-45,NA
"25.7","all","4 yr.","mnwk","no","4","Male","LPM","age_grp55-64",-1.48043750006568e-05,1.04027295930316e-06,-14.2312408183461,5.86322372947266e-46,NA
"25.8","all","4 yr.","mnwk","no","4","Male","LPM","age_grp65-199",-1.46108307578291e-05,1.04005847952127e-06,-14.0480858004776,7.91446162311399e-45,NA
"25.9","all","4 yr.","mnwk","no","4","Male","LPM","curr_pts_grp1-3",2.7983869802865e-06,1.0299451023627e-07,27.1702537724292,1.45965700281715e-162,NA
"25.10","all","4 yr.","mnwk","no","4","Male","LPM","curr_pts_grp4-6",1.11243124905651e-05,2.56720381402547e-07,43.3324087078295,0,NA
"25.11","all","4 yr.","mnwk","no","4","Male","LPM","curr_pts_grp7-9",2.06876353205461e-05,5.25502643469115e-07,39.3673287425851,0,NA
"25.12","all","4 yr.","mnwk","no","4","Male","LPM","curr_pts_grp10-150",4.60525511941227e-05,8.74006068657753e-07,52.6913403071073,0,NA
"25.13","all","4 yr.","mnwk","no","4","Male","LPM","month02",2.54698503435291e-07,1.46454794700132e-07,1.73909296692396,0.0820184116208299,NA
"25.14","all","4 yr.","mnwk","no","4","Male","LPM","month03",3.08344087211753e-07,1.43221451032413e-07,2.15291833024349,0.0313250976686577,NA
"25.15","all","4 yr.","mnwk","no","4","Male","LPM","month04",1.08796113254453e-06,1.50446740121183e-07,7.23153676622164,4.77558827712306e-13,NA
"25.16","all","4 yr.","mnwk","no","4","Male","LPM","month05",1.85234831314308e-06,1.54765950423621e-07,11.9687069931912,5.18300849756515e-33,NA
